koryakov_bd_id,eng_vil_name,rus_vil_name,rus_vil_name_mdg,censuses.1885.people,censuses.1895.people,censuses.1926.people,censuses.2010.people,Lat,Lon,Language,Lect,Republic,Region,elevation
1329,,Када-Кунт,Када-Кунт,,,58,,,,,,,,
1331,,Какил Кунт,Какил Кунт,,,101,,,,,,,,
1333,Kakmakhi,Какмахи,Какмахи,,,62,612,42.29169,47.38541,Dargwa,,Daghestan,,1357.44
1335,,Калтай-Махи,Калтай-Махи,,,82,,,,,,,,
1337,,Кергуз-Махи,Кергуз-Махи,,,39,,,,,,,,
1339,Kertukmakhi,Кертукмахи,Кертукмахи,,,94,662,42.28799,47.34305,Dargwa,,Daghestan,,1313.02
1341,,Кецли-Махи,Кецли-Махи,,,32,,,,,,,,
1343,Kamkadamakhi,Камкадамахи,Камкадамахи,,,114,288,42.255826,47.308527,Dargwa,,Daghestan,,1643.23
1345,,Кубин-Махи,Кубин-Махи,,,17,,,,,,,,
1347,,Кури-Махи В.,Кури-Махи В.,194,116,71,,,,,,,,
1349,Kurimakhi,Куримахи,Куримахи,92,209,423,1146,42.304306,47.304694,Dargwa,,Daghestan,,1253.8
1351,,Пунгри-Махи,Пунгри-Махи,,,31,,,,,,,,
1353,Semgamakhi,Семгамахи,Семгамахи,,,188,667,42.28438,47.35484,Dargwa,,Daghestan,,1409.71
1355,,Верхний Кавкамахи,Верхний Кавкамахи,749,105,86,452,,,,,,,
1357,,Турлуни,Турлуни,,,83,,,,,,,,
1359,Uznimakhi,Узнимахи,Узнимахи,208,229,91,910,42.30003,47.3858,Dargwa,,Daghestan,,1374.57
1361,Urgubamakhi,Ургубамахи,Ургубамахи,1045,,243,1071,42.28968,47.31783,Dargwa,,Daghestan,,1328.82
1363,Urkhuchimakhi,Урхучимахи,Урхучимахи,285,211,397,2290,42.310271,47.260222,Dargwa,,Daghestan,,1249.85
1365,Tserkhimakhi,Церхимахи,Церхимахи,,,34,494,42.276694,47.336755,Dargwa,,Daghestan,,1391.79
1367,Tsundimakhi,Цундимахи,Цундимахи,,,139,360,42.25164,47.31668,Dargwa,,Daghestan,,1641.2
1369,Tsunimakhi,Цунимахи,Цунимахи,194,200,225,484,42.29835,47.26194,Dargwa,,Daghestan,,1373.1
1371,Chankalamakhi,Чанкаламахи,Чанкаламахи,,,135,111,42.27788,47.365804,Dargwa,,Daghestan,,1416.49
1373,Chinimakhi,Чинимахи,Чинимахи,376,300,206,915,42.27565,47.37455,Dargwa,,Daghestan,,1339.99
1375,,Чини-Махи Н.,Чини-Махи Н.,,,62,,,,,,,,
1377,Shinkbalakada,Шинкбалакада,Шинкбалакада,,,164,18,42.261375,47.300242,Dargwa,,Daghestan,,1600.23
1379,Shumkhrimakhi,Шумхримахи,Шумхримахи,,,120,172,42.291042,47.268562,Dargwa,,Daghestan,,1419.61
1381,,Эбдала-Баганд-Кала-Махи,Эбдала-Баганд-Кала-Махи,,,83,,,,,,,,
1383,,Янцарамахи,Янцарамахи,,,77,,,,,,,,
1385,Alikhanmakhi,Алиханмахи,Алиханмахи,405,395,340,831,42.33194,47.26602,Dargwa,,Daghestan,,1555.16
1387,Verkhnie Kamkamakhi,Верхний Камкамахи,Верхний Камкамахи,,,15,75,42.32265,47.23945,Dargwa,,Daghestan,,1334.1
1389,Ameterkmakhi,Аметеркмахи,Аметеркмахи,725,721,441,2139,42.33081,47.213539,Dargwa,,Daghestan,,1137.06
1391,,Айнего-Махи,Айнего-Махи,,,22,,,,,,,,
1393,,Камха-Махи В.,Камха-Махи В.,,61,47,,,,,,,,
1395,,Нижнее Камкамахи,Нижнее Камкамахи,,159,197,,,,,,,,
1397,,Куркабе-Махи,Куркабе-Махи,,,74,,,,,,,,
1399,,Унака-Махи,Унака-Махи,,,25,,,,,,,,
1401,Balkhar,Балхар,Балхар,1424,1437,1195,941,42.2797,47.2314,Lak,,Daghestan,,1658.48
1403,,Кули,Кули,411,405,360,157,,,,,,,
1405,Tsulikana,Цуликана,Цуликана,389,374,272,264,42.25834,47.25676,Lak,,Daghestan,,1746.53
1407,Burdeki,Бурдеки,Бурдеки,339,335,399,652,42.3047,47.6703,Dargwa,,Daghestan,,747.93
1409,Butri,Бутри,Бутри,1294,1205,1097,1098,42.07426,47.44048,Dargwa,,Daghestan,,1560.36
1411,Vikri,Викри,Викри,925,909,834,22,42.20612,47.679702,Dargwa,,Daghestan,,1226.16
1413,,Ахмед-Махи,Ахмед-Махи,,,6,,,,,,,,
1415,Shadni,Шадни,Шадни,159,158,97,297,42.192172,47.648927,Lak,,Daghestan,,1349.84
1417,Gapshima,Гапшима,Гапшима,741,727,656,1706,42.2122,47.3261,Dargwa,,Daghestan,,1603.01
1419,,Мегва,Мегва,432,403,324,,,,,,,,
1421,,ур. Герга,ур. Герга,705,711,922,,,,,,,,
1423,Gerkhmakhi,Герхмахи,Герхмахи,584,600,611,2084,42.2634,47.52765,Dargwa,,Daghestan,,1686.35
1425,Geba,Геба,Геба,573,540,536,737,42.21527,47.39266,Dargwa,,Daghestan,,1633.95
1427,Gindib,Гинта,Гинта,1233,1208,1073,1535,42.11296,46.50397,Avar,,Daghestan,,2013.51
1427,Ginta,Гинта,Гинта,1233,1208,1073,1535,42.2042,47.4186,Dargwa,,Daghestan,,1588.97
1429,,Куркимахи,Куркимахи,343,347,330,395,,,,,,,
1431,Guladtymakhi,Гуладтымахи,Гуладтымахи,507,491,472,417,42.34823,47.23927,Dargwa,,Daghestan,,1542.89
1433,,Арга-Буршна,Арга-Буршна,,,17,,,,,,,,
1435,Guladty,Гуладты,Гуладты,726,699,638,663,42.11523,47.45074,Dargwa,,Daghestan,,1505.75
1437,Mirzita,Мирзита,Мирзита,209,207,162,372,42.1309,47.47663,Dargwa,,Daghestan,,1573
1439,Degva,Дегва,Дегва,411,132,540,821,42.4161,47.5372,Dargwa,,Daghestan,,948.23
1441,Deybuk,Дейбук,Дейбук,931,980,991,434,42.20532,47.51996,Dargwa,,Daghestan,,1538.88
1443,,МТФ Чадыкмахи,МТФ Чадыкмахи,138,118,96,,,,,,,,
1445,Dzhangamakhi,Джангамахи,Джангамахи,783,259,301,698,42.44335,47.38111,Dargwa,,Daghestan,,1295.27
1447,,ур.Удуб-Карчамахи,ур.Удуб-Карчамахи,,78,260,,,,,,,,
1449,Elakatmakhi,Элакатмахи,Элакатмахи,,298,323,74,42.454026,47.398334,Dargwa,,Daghestan,,1281.74
1451,Dzilebki,Дзилебки,Дзилебки,406,398,481,714,42.04989,47.55693,Dargwa,,Daghestan,,1645.35
1453,Sergokala,Сергокала,Сергокала,250,244,647,8141,42.4494,47.6633,Dargwa,,Daghestan,,538.02
1455,Duakar,Дуакар,Дуакар,276,263,291,248,42.064159,47.460081,Dargwa,,Daghestan,,1637.55
1457,Guzbaya,Гузбая,Гузбая,,,38,11,42.04744,47.51385,Dargwa,,Daghestan,,1796.41
1459,Kishamakhi,Кищамахи,Кищамахи,191,207,146,148,42.051,47.44197,Dargwa,,Daghestan,,1781.78
1459,Kishamakhi,Кищамахи,Кищамахи,191,207,146,148,42.051,47.44197,Dargwa,,Daghestan,,1781.78
1461,,разв. Муки,разв. Муки,55,56,83,,,,,,,,
1463,,Микрасанамахи,Микрасанамахи,78,76,78,53,,,,,,,
1465,Mukrakari,Мукракари,Мукракари,2,211,181,134,42.06667,47.5,Dargwa,,Daghestan,,1731.88
1467,Nikabarkmakhi,Никабаркмахи,Никабаркмахи,19,11,15,,42.01667,47.41667,Dargwa,,Daghestan,,2016.95
1469,Sumiya,Сумия,Сумия,209,203,175,148,42.04344,47.45616,Dargwa,,Daghestan,,1711.55
1471,Uzralmakhi,Узралмахи,Узралмахи,52,49,53,104,42.05782,47.44987,Dargwa,,Daghestan,,1667.77
1473,,Харачи-Махи,Харачи-Махи,23,14,18,,,,,,,,
1475,Khulabarkmakhi,Хулабаркмахи,Хулабаркмахи,167,156,134,113,42.05455,47.45676,Dargwa,,Daghestan,,1768.45
1477,,Шахбана-Махи,Шахбана-Махи,,,5,,,,,,,,
1479,Kakamakhi,Какамахи,Какамахи,955,933,770,2652,42.39507,47.30644,Dargwa,,Daghestan,,1298.26
1481,Ditunshimakhi,Дитуншимахи,Дитуншимахи,133,133,152,486,42.381665,47.289692,Dargwa,,Daghestan,,1410.48
1483,Kanasiragi,Канасираги,Канасираги,837,791,703,733,42.252582,47.649095,Dargwa,,Daghestan,,1113.08
1485,,Авулт,Авулт,,,12,,,,,,,,
1487,,Кунци,Кунци,,,17,,,,,,,,
1489,Karbuchimakhi,Карбучимахи,Карбучимахи,441,456,390,276,42.007461,47.429948,Dargwa,,Daghestan,,2046.58
1491,Ayatsimakhi,Аяцимахи,Аяцимахи,120,114,100,122,42.00618,47.46117,Dargwa,,Daghestan,,2041.28
1493,,разв. Муза,разв. Муза,,,5,,,,,,,,
1495,Kuppa,Куппа,Куппа,735,818,870,1459,42.4239,47.1231,Dargwa,,Daghestan,,1061.46
1497,Amalte,Амалте,Амалте,153,197,166,272,42.42457,47.11047,Dargwa,,Daghestan,,1111.92
1499,Kundurkhe,Кундурхе,Кундурхе,192,204,198,376,42.41424,47.11507,Dargwa,,Daghestan,,1121.42
1501,Verkhnie Arshi,Верхний Арши,Верхний Арши,362,319,401,993,42.40006,47.12529,Dargwa,,Daghestan,,1271.75
1503,Irgali,Иргали,Иргали,202,226,204,206,42.41281,47.13538,Dargwa,,Daghestan,,1212.37
1505,,Телагу,Телагу,214,249,287,215,,,,,,,
1507,Kutisha,Кутиша,Кутиша,1368,1358,1219,1919,42.4236,47.2831,Avar,,Daghestan,,1483.31
1509,,Амир-Али,Амир-Али,,,3,,,,,,,,
1511,,Ахмед,Ахмед,,,3,,,,,,,,
1513,,Гамза,Гамза,,,4,,,,,,,,
1515,,Маша,Маша,,,1,,,,,,,,
1517,,Маха,Маха,,,3,,,,,,,,
1519,Verkhnie Kabkomakhi,Верхнее Лабкомахи,Верхнее Лабкомахи,599,618,691,743,42.34176,47.43688,Dargwa,,Daghestan,,1665.67
1521,Nizhnie Labkomakhi,Нижнее Лабкомахи,Нижнее Лабкомахи,,416,325,365,42.35084,47.41873,Dargwa,,Daghestan,,1567.48
1523,Levashi,Леваши,Леваши,1188,1197,1614,10011,42.4325,47.3258,Dargwa,,Daghestan,,1219.93
1525,,Баганд-Махи,Баганд-Махи,,,31,,,,,,,,
1527,,Нугай-Махи,Нугай-Махи,,,5,,,,,,,,
1529,,Тубукла-Амарла-Махи,Тубукла-Амарла-Махи,,,5,,,,,,,,
1531,,Хаганаг-Махи,Хаганаг-Махи,,,3,,,,,,,,
1533,,Юнус-Омар-Гаджи,Юнус-Омар-Гаджи,,,12,,,,,,,,
1535,Meusisha,Меусиша,Меусиша,1454,1380,1408,1377,42.20199,47.59731,Dargwa,,Daghestan,,1537.79
1537,Mekegi,Мекеги,Мекеги,3866,2624,2550,2931,42.3978,47.4625,Dargwa,,Daghestan,,1344.53
1539,Adukmakhi,Адукмахи,Адукмахи,,,21,,42.39928,47.401891,Dargwa,,Daghestan,,1446.88
1541,Aysalakak,Айсалакак,Айсалакак,,45,81,21,42.374896,47.474825,Dargwa,,Daghestan,,1476.25
1543,Buanzimakhi,Буанзимахи,Буанзимахи,,140,173,168,42.42062,47.44966,Dargwa,,Daghestan,,1307.67
1545,Damkulakada,Дамкулакада,Дамкулакада,,143,97,48,42.430252,47.467675,Dargwa,,Daghestan,,1224.33
1547,Zurilaudimakhi,Зурилаудимахи,Зурилаудимахи,,83,143,461,42.4301,47.49276,Dargwa,,Daghestan,,1078.6
1549,,Кивурги-Махи,Кивурги-Махи,,50,30,,,,,,,,
1551,Purrimakhi,Пурримахи,Пурримахи,,135,292,77,42.426446,47.465673,Dargwa,,Daghestan,,1236.35
1553,,Субахтымахи,Субахтымахи,,,71,18,,,,,,,
1555,Tarlankak,Тарланкак,Тарланкак,,,157,27,42.385886,47.475817,Dargwa,,Daghestan,,1432.52
1557,,Хебрела-Эла,Хебрела-Эла,,137,77,3,,,,,,,
1559,,Цурри,Цурри,,,113,,,,,,,,
1561,Zhamsory,Жамсоры,Жамсоры,,42,73,,42.382089,47.462508,Dargwa,,Daghestan,,1442.42
1563,Chakhimakhi,Чахимахи,Чахимахи,,26,93,189,42.41564,47.56038,Dargwa,,Daghestan,,876.97
1565,Mugi,Муги,Муги,2649,2347,1950,3372,42.2989,47.4225,Dargwa,,Daghestan,,1518.06
1567,,ур. Аямахи,ур. Аямахи,,140,145,,,,,,,,
1569,,Бураган-Махи,Бураган-Махи,,,5,,,,,,,,
1571,,,Герхмахи,,,29,,,,,,,,
1573,,Кадарла-Дак,Кадарла-Дак,,,11,,,,,,,,
1575,,Осман-Махи,Осман-Махи,,,9,,,,,,,,
1577,,Панахмахи,Панахмахи,736,574,525,,,,,,,,
1579,,Унцала-Дубра,Унцала-Дубра,,,16,,,,,,,,
1581,,Шишквала,Шишквала,,,130,,,,,,,,
1583,Mugri,Мугри,Мугри,680,675,750,,42.26767,47.62872,Dargwa,,Daghestan,,1161.45
1585,,Ая,Ая,,,2,,,,,,,,
1587,,Ича,Ича,,,13,,,,,,,,
1589,,Куйчу,Куйчу,,,8,,,,,,,,
1591,,Мирке-Бугре,Мирке-Бугре,,,12,,,,,,,,
1593,,Хураки,Хураки,,,15,,,,,,,,
1595,Verkhnie Mulebki,Верхние Мулебки,Верхние Мулебки,1421,1419,1157,1446,42.31043,47.51924,Dargwa,,Daghestan,,1530.21
1597,Nizhnie Mulebki,Нижнее Мулебки,Нижнее Мулебки,2511,632,563,440,42.3281,47.5689,Dargwa,,Daghestan,,1258.67
1599,Aynurbimakhi,,Айнурбимахи,,321,390,287,42.29623,47.58462,Dargwa,,Daghestan,,1204.91
1601,Arachanamakhi,Арачанамахи,Арачанамахи,,,65,187,42.31923,47.58202,Dargwa,,Daghestan,,1124.92
1603,Bakhmakhi,Бахмахи,Бахмахи,,,224,226,42.30638,47.59269,Dargwa,,Daghestan,,1170.33
1605,Burkhimakhi,Бурхимахи,Бурхимахи,,162,171,130,42.3065,47.58607,Dargwa,,Daghestan,,1176.22
1607,Kardamakhi,Кардамахи,Кардамахи,,,78,107,42.37861,47.46639,Dargwa,,Daghestan,,1471.27
1609,Miglakasimakhi,Миглакасимахи,Миглакасимахи,,375,529,535,42.33599,47.56121,Dargwa,,Daghestan,,1142.97
1611,,Уллукимахи,Уллукимахи,,,109,276,,,,,,,
1613,,Ханти-Махи,Ханти-Махи,,,77,,,,,,,,
1615,Khantskarkamakhi,Ханцкаркамахи,Ханцкаркамахи,,,197,175,42.330333,47.550694,Dargwa,,Daghestan,,1186.37
1617,Tsurmakhi,Цурмахи,Цурмахи,,227,181,337,42.31845,47.57516,Dargwa,,Daghestan,,1161.99
1619,Murguk,Мургук,Мургук,1150,1085,876,1653,42.2669,47.6947,Dargwa,,Daghestan,,881.47
1621,Baltamakhi,Балтамахи,Балтамахи,,,198,394,42.29843,47.72877,Dargwa,,Daghestan,,732.91
1623,,Бахмуд-Кент,Бахмуд-Кент,,,35,,,,,,,,
1625,,МТФ Урханала,МТФ Урханала,,,89,,,,,,,,
1627,Naskent,Наскент,Наскент,1065,1012,956,2951,42.38093,47.33624,Dargwa,,Daghestan,,1352.23
1629,Nakhki,Нахки,Нахки,415,411,263,417,42.07562,47.39905,Dargwa,,Daghestan,,1683.03
1631,Arassamakhi,Арассамахи,Арассамахи,57,31,49,30,42.0579,47.40111,Dargwa,,Daghestan,,1823.64
1633,,Арахара-Махи,Арахара-Махи,,,8,,,,,,,,
1635,Bikalamakhi,Бикаламахи,Бикаламахи,102,76,72,57,42.04647,47.36054,Dargwa,,Daghestan,,1772.3
1637,Bukkamakhi,Буккамахи,Буккамахи,178,167,118,58,42.03148,47.41884,Dargwa,,Daghestan,,1760.24
1639,,Губача-Галицы,Губача-Галицы,,,48,,,,,,,,
1641,,ур. Доцурбалакада,ур. Доцурбалакада,64,81,37,,,,,,,,
1643,,ур. Доцурбалакада,ур. Доцурбалакада,,,17,,,,,,,,
1645,Kaddamakhi,Каддамахи,Каддамахи,46,46,48,94,42.045284,47.356444,Dargwa,,Daghestan,,1770.94
1647,Verkhniy Karshli,Верхний Каршли,Верхний Каршли,,260,140,165,42.05018,47.34231,Dargwa,,Daghestan,,1860.21
1649,Nizhniy Karshli,Нижний Каршли,Нижний Каршли,246,,67,85,42.049911,47.343884,Dargwa,,Daghestan,,1856.35
1651,Karashimakhi,Карашимахи,Карашимахи,81,70,46,59,42.02781,47.3975,Dargwa,,Daghestan,,1916.71
1653,,Куялла-Муг-Махи,Куялла-Муг-Махи,,,16,,,,,,,,
1655,Urkhulakar,Урхулакар,Урхулакар,95,86,64,89,42.04352,47.40002,Dargwa,,Daghestan,,1881.27
1657,Utsulimakhi,Уцулимахи,Уцулимахи,161,128,97,160,42.064935,47.42661,Dargwa,,Daghestan,,1759.04
1659,,разв. Хурдалая,разв. Хурдалая,33,,22,,,,,,,,
1661,Verkhnie Chiamakhi,Верхний Чиамахи,Верхний Чиамахи,172,170,115,78,42.02996,47.38803,Dargwa,,Daghestan,,1860.21
1663,Natsi,Наци,Наци,443,167,151,150,42.075335,47.38728,Dargwa,,Daghestan,,1784.84
1665,Karayamakhi,Караямахи,Караямахи,76,79,54,60,42.07822,47.34643,Dargwa,,Daghestan,,2153.26
1667,Kassagumakhi,Кассагумахи,Кассагумахи,155,110,103,143,42.044941,47.371867,Dargwa,,Daghestan,,1712.48
1669,Kuliyamakhi,Кулиямахи,Кулиямахи,197,217,188,209,42.07717,47.33501,Dargwa,,Daghestan,,2129.99
1671,,Макак-Махи,Макак-Махи,,,7,,,,,,,,
1673,Murlatinamakhi,Мурлатинамахи,Мурлатинамахи,30,33,25,28,42.08451,47.35718,Dargwa,,Daghestan,,1846.57
1675,,разв. Нахбармахи,разв. Нахбармахи,38,19,14,,,,,,,,
1677,Tuzlamakhi,Тузламахи,Тузламахи,,156,121,176,42.07877,47.36836,Dargwa,,Daghestan,,1741.46
1679,Urzhagimakhi,Уржагимахи,Уржагимахи,126,130,111,129,42.06149,47.37056,Dargwa,,Daghestan,,1772.81
1681,Giyagaramakhi,Гиягарамахи,Гиягарамахи,,71,54,73,42.08381,47.37841,Dargwa,,Daghestan,,2002.17
1683,Gunnamakhi,Гуннамахи,Гуннамахи,,65,27,59,42.04729,47.37328,Dargwa,,Daghestan,,1704.52
1685,Kubrimakhi,Кубримахи,Кубримахи,43,38,38,18,42.073018,47.372684,Dargwa,,Daghestan,,1787.25
1687,,разв.Санамахи,разв.Санамахи,1638,307,344,,,,,,,,
1689,,ур.Ниж.Алаци,ур.Ниж.Алаци,,56,48,,,,,,,,
1691,Allate,Аллате,Аллате,,455,551,713,42.369057,47.184036,Dargwa,,Daghestan,,1388.55
1693,Dingo,Динго,Динго,,,22,,42.35347,47.18138,Dargwa,,Daghestan,,1049.8
1695,Inkuchimakhi,Инкучимахи,Инкучимахи,,65,86,541,42.35029,47.17345,Dargwa,,Daghestan,,1106.42
1697,,Канда-Махи,Канда-Махи,,,16,,,,,,,,
1699,Kumamakhi,Кумамахи,Кумамахи,,145,200,397,42.35849,47.19214,Dargwa,,Daghestan,,1387.83
1701,,Кургу,Кургу,,,106,,,,,,,,
1703,,Магора,Магора,,372,105,,,,,,,,
1705,Musul'temakhi,Мусультемахи,Мусультемахи,,202,221,483,42.362154,47.188584,Dargwa,,Daghestan,,1368.56
1707,,Сана-Махи Н.,Сана-Махи Н.,,,140,,,,,,,,
1709,Tarlimakhi,Тарлимахи,Тарлимахи,,115,73,151,42.35587,47.17157,Dargwa,,Daghestan,,1035.54
1711,,Харк-Махи,Харк-Махи,,,8,,,,,,,,
1713,Gurgumakhi,Гургумахи,Гургумахи,,176,76,541,42.36056,47.19222,Dargwa,,Daghestan,,1429.43
1715,Sutbuk,Сутбук,Сутбук,363,359,327,286,42.1036,47.5403,Dargwa,,Daghestan,,1365.9
1717,,Акасса,Акасса,,,5,,,,,,,,
1719,Bakni,Бакни,Бакни,305,307,284,251,42.11618,47.53095,Dargwa,,Daghestan,,1476.04
1721,Urtsaki,Урцаки,Урцаки,511,521,504,299,42.09916,47.56236,Dargwa,,Daghestan,,1488.67
1723,Tanty,Танты,Танты,996,951,916,826,42.1642,47.3167,Dargwa,,Daghestan,,1783.24
1725,Tashkapur,Ташкапур,Ташкапур,475,495,533,1417,42.40805,47.17095,Dargwa,,Daghestan,,907.34
1727,,Карт-Махи,Карт-Махи,60,91,139,,,,,,,,
1729,Tebekmakhi,Тебекмахи,Тебекмахи,541,542,831,2274,42.3431,47.2072,Dargwa,,Daghestan,,1322.21
1731,,Кашае-Махи,Кашае-Махи,32,37,30,,,,,,,,
1733,,Куркаби Верхний,Куркаби Верхний,60,84,74,,,,,,,,
1735,Kurkabi,Куркаби,Куркаби,87,68,84,337,42.34194,47.20056,Dargwa,,Daghestan,,1123.32
1737,Verkhnie Ubekimakhi,Верхний Убекимахи,Верхний Убекимахи,712,644,411,842,42.36823,47.24298,Dargwa,,Daghestan,,1230.01
1739,Aynikab,Айникаб,Айникаб,162,195,73,103,42.369307,47.216093,Dargwa,,Daghestan,,1565.58
1741,,Ахмед-Хан-Махи,Ахмед-Хан-Махи,,,22,,,,,,,,
1743,,разв.Бахтимахи,разв.Бахтимахи,,55,44,,,,,,,,
1745,,Букун-Махи,Букун-Махи,,,14,,,,,,,,
1747,,Бурш-Махи,Бурш-Махи,,,58,,,,,,,,
1749,,Ганца-Махи,Ганца-Махи,,,34,,,,,,,,
1751,,Гуллай-Махи,Гуллай-Махи,,,13,,,,,,,,
1753,,разв. Зайдмахи,разв. Зайдмахи,,,25,,,,,,,,
1755,,разв.Каркутмахи,разв.Каркутмахи,,27,24,,,,,,,,
1757,,разв.Хинцамахи,разв.Хинцамахи,,,34,,,,,,,,
1759,,Койли-Махи,Койли-Махи,,,74,,,,,,,,
1761,Kusamakhi,разв.Кусамахи,разв.Кусамахи,,49,42,,42.36441,47.270869,Dargwa,,Daghestan,,1248.07
1763,,Троч-Махи,Троч-Махи,,,19,,,,,,,,
1765,Urtsamakhi,разв.Урцамахи,разв.Урцамахи,,46,71,,42.34854,47.276792,Dargwa,,Daghestan,,1373.58
1767,,Ципко-Махи,Ципко-Махи,,,18,,,,,,,,
1769,,Цугур-Махи,Цугур-Махи,,,24,,,,,,,,
1771,,разв.Чогнимахи,разв.Чогнимахи,138,134,61,,,,,,,,
1773,,разв.Чалаймахи,разв.Чалаймахи,,,13,,,,,,,,
1775,Nizhnie Ubekimakhi,Нижний Убекимахи,Нижний Убекимахи,226,243,94,802,42.392787,47.20548,Dargwa,,Daghestan,,1057.58
1777,,Амма-Лухи-Махи,Амма-Лухи-Махи,,,21,,,,,,,,
1779,,Бурхи-Махи,Бурхи-Махи,,,46,,,,,,,,
1781,,Гамза-Махи,Гамза-Махи,,,13,,,,,,,,
1783,,Дауда,Дауда,,,24,,,,,,,,
1785,,Унгу-Махи,Унгу-Махи,,,19,,,,,,,,
1787,,разв.Цитамахи,разв.Цитамахи,,,47,,,,,,,,
1789,,Чарта-Махи,Чарта-Махи,,,11,,,,,,,,
1791,,Шалкал-Махи,Шалкал-Махи,,,29,,,,,,,,
1793,Ulluaya,Уллуая,Уллуая,1376,1249,1290,5961,42.3747,47.3756,Dargwa,,Daghestan,,1425.07
1795,,Арча-Махи,Арча-Махи,,,21,,,,,,,,
1797,Suleybakent,Сулейбакент,Сулейбакент,560,563,465,1255,42.35785,47.37355,Dargwa,,Daghestan,,1445.68
1799,Karlabko,Карлабко,Карлабко,716,702,696,2686,42.3542,47.3967,Dargwa,,Daghestan,,1491.34
1801,Ulluchara,Уллучара,Уллучара,839,754,743,391,42.20267,47.27463,Lak,,Daghestan,,1828.91
1803,,Акаль-Махи,Акаль-Махи,,,5,,,,,,,,
1805,,Хананиль-Махи,Хананиль-Махи,,,5,,,,,,,,
1807,Urari,Урари,Урари,691,496,472,846,42.0997,47.4569,Dargwa,,Daghestan,,1442.5
1809,Ayatsuri,Аяцури,Аяцури,129,129,82,151,42.07354,47.45121,Dargwa,,Daghestan,,1704.48
1811,Butulta,Бутулта,Бутулта,81,68,70,40,42.07426,47.44048,Dargwa,,Daghestan,,1560.36
1813,Karkatsi,Каркаци,Каркаци,70,50,53,68,42.08389,47.46694,Dargwa,,Daghestan,,1384.13
1815,,Куркимахи,Куркимахи,133,139,105,126,,,,,,,
1817,,Мусклимахи,Мусклимахи,71,70,46,,,,,,,,
1819,Sur-Surbachi,Сур-Сурбачи,Сур-Сурбачи,136,114,133,171,42.02667,47.49157,Dargwa,,Daghestan,,1896.61
1821,Turakarimakhi,Туракаримахи,Туракаримахи,80,68,51,141,42.1,47.46667,Dargwa,,Daghestan,,1337.34
1823,Urkutamakhi Pervaya,Уркутамахи-1,Уркутамахи-1,,52,77,161,42.07093,47.52058,Dargwa,,Daghestan,,1744.47
1825,Urkutamakhi 2-aya,Уркутамахи-2,Уркутамахи-2,109,60,73,185,42.06667,47.53333,Dargwa,,Daghestan,,1676.84
1827,Urkhnischa,Урхнища,Урхнища,,143,156,291,42.08278,47.50306,Dargwa,,Daghestan,,1637.57
1829,,Нижние Цурмиямахи,Нижние Цурмиямахи,,,49,,,,,,,,
1831,Urakhi,Урахи,Урахи,2768,1573,1476,671,42.3347,47.5953,Dargwa,,Daghestan,,1046.33
1833,Aymaumakhi,Аймаумахи,Аймаумахи,,190,356,255,42.363756,47.575203,Dargwa,,Daghestan,,1175.52
1835,,Ая-Бурхи-Махи,Ая-Бурхи-Махи,,83,142,,,,,,,,
1837,Ayalizimakhi,Аялизимахи,Аялизимахи,422,399,283,702,42.37684,47.60746,Dargwa,,Daghestan,,1055.12
1839,Ayamakhi,Аямахи,Аямахи,302,191,290,,42.40528,47.5725,Dargwa,,Daghestan,,1096.87
1841,,Буцра-Махи,Буцра-Махи,,96,182,,,,,,,,
1843,,Ванашимахи,Ванашимахи,465,434,537,760,,,,,,,
1845,,Гигац,Гигац,,,20,,,,,,,,
1847,,Гум-Махи,Гум-Махи,,,138,,,,,,,,
1849,,Завгуреланлала,Завгуреланлала,,,62,,,,,,,,
1851,Khabkaymakhi,Хабкаймахи,Хабкаймахи,,93,138,81,42.35782,47.59091,Dargwa,,Daghestan,,1118.27
1853,,Киндау,Киндау,,,40,,,,,,,,
1855,,Колнцау-Махи,Колнцау-Махи,,,38,,,,,,,,
1857,,Кула-Кади,Кула-Кади,,,6,,,,,,,,
1859,,Кула-Махи,Кула-Махи,,200,234,,,,,,,,
1861,Verkhnie Makhargimakhi,Верхнее Махаргимахи,Верхнее Махаргимахи,618,334,216,93,42.34665,47.62254,Dargwa,,Daghestan,,1118.05
1863,Nizhnie Makhargimakhi,Нижнее Махаргимахи,Нижнее Махаргимахи,,214,316,330,42.33047,47.63788,Dargwa,,Daghestan,,952.41
1865,,Мулин,Мулин,,,50,,,,,,,,
1867,,ур.Сугурбашимахи,ур.Сугурбашимахи,169,197,135,,,,,,,,
1869,Chabazimakhi,Чабазимахи,Чабазимахи,,140,179,181,42.360297,47.570316,Dargwa,,Daghestan,,1236.21
1871,,Чахилиши-Махи,Чахилиши-Махи,,,61,,,,,,,,
1873,,Чиквалла-Дуланлала,Чиквалла-Дуланлала,,,92,,,,,,,,
1875,Uragi,Ураги,Ураги,334,326,305,318,42.06914,47.569377,Dargwa,,Daghestan,,1538.46
1877,,ур.Хулакади,ур.Хулакади,,,14,,,,,,,,
1879,Usisha,Усиша,Усиша,2745,2708,2632,3931,42.2511,47.3928,Dargwa,,Daghestan,,1484.07
1881,Zil'mukmakhi,Зильмукмахи,Зильмукмахи,193,223,244,328,42.28483,47.3958,Dargwa,,Daghestan,,1409.15
