koryakov_bd_id,eng_vil_name,rus_vil_name,rus_vil_name_mdg,censuses.1885.people,censuses.1895.people,censuses.1926.people,censuses.2010.people,Lat,Lon,Language,Lect,Republic,Region,elevation
3033,Gel'khen,Гельхен,Гельхен,574,541,496,576,41.659002,47.602833,Lezgian,,Daghestan,,1740.53
3035,Kvardal,Квардал,Квардал,120,150,161,184,41.6803,47.56277,Aghul,,Daghestan,,1980.43
3037,Ukuz,Укуз,Укуз,126,143,189,35,41.696017,47.591355,Aghul,,Daghestan,,2031.93
3039,Usug,Усуг,Усуг,404,418,405,314,41.672481,47.594624,Aghul,,Daghestan,,1836.66
3041,Gil'yar,Гильяр,Гильяр,505,511,632,2023,41.559978,48.256089,Lezgian,,Daghestan,,483.14
3043,,разв. Хакикент,разв. Хакикент,225,211,249,,,,,,,,
3045,Goa,Гоа,Гоа,208,215,266,476,41.753585,47.703213,Aghul,,Daghestan,,1540.95
3047,,Друштул,Друштул,362,371,372,,,,,,,,
3049,Fite,Фите,Фите,232,227,343,754,41.79161,47.73998,Aghul,,Daghestan,,2203.35
3051,,разв.Даркуш,разв.Даркуш,452,418,351,,,,,,,,
3053,Ptikent,Птикент,Птикент,211,191,174,265,41.58452,48.10959,Lezgian,,Daghestan,,1043.77
3055,Tatarkhankent,Татарханкент,Татарханкент,523,470,545,143,41.58361,48.09608,Lezgian,,Daghestan,,964.14
3057,Duldug,Дулдуг,Дулдуг,371,386,380,544,41.76833,47.67438,Aghul,,Daghestan,,1560.98
3059,Yarkug,Яркуг,Яркуг,134,222,273,339,41.79814,47.68435,Aghul,,Daghestan,,1696.75
3061,Zaza,Заза,Заза,494,500,470,37,41.77734,48.04628,Lezgian,,Daghestan,,752.09
3063,,разв. Варта,разв. Варта,271,287,338,,,,,,,,
3065,,Ашага-Захит,Ашага-Захит,396,349,306,,,,,,,,
3067,,разв. Орта-Захит,разв. Орта-Захит,186,184,168,,,,,,,,
3069,Yukhari-Zakhit,Юхари-Захит,Юхари-Захит,372,370,325,,41.69779,47.9426,Lezgian,,Daghestan,,1153.78
3071,Zizik,Зизик,Зизик,508,494,489,1235,41.7692,48.1097,Lezgian,,Daghestan,,434.16
3073,,ур.Имамкуликент,ур.Имамкуликент,36,41,14,,,,,,,,
3075,Karchag,Карчаг,Карчаг,754,761,724,1738,41.77369,48.15948,Lezgian,,Daghestan,,309.23
3077,Ekendil',Экендиль,Экендиль,183,166,179,473,41.75518,48.13179,Lezgian,,Daghestan,,376.45
3079,Zil'dik,Зильдик,Зильдик,475,446,512,585,41.81292,47.98958,Tabasaran,,Daghestan,,1084.78
3081,,Зирдаг,Зирдаг,319,314,290,,,,,,,,
3083,Mezhgyul',Межгюль,Межгюль,701,698,792,1217,41.8061,48.0075,Tabasaran,,Daghestan,,1069.6
3085,Ikra,Икра,Икра,1343,1085,1288,1620,41.5633,48.0094,Lezgian,,Daghestan,,996.63
3087,Rugun,Ругун,Ругун,64,59,92,149,41.595917,47.995977,Lezgian,,Daghestan,,1162.18
3089,Ispik,Испик,Испик,520,485,581,1274,41.61489,48.19118,Lezgian,,Daghestan,,714.95
3091,Asalikent,Асаликент,Асаликент,331,318,339,322,41.6298,48.16777,Lezgian,,Daghestan,,578.46
3093,,разв.Гезеркент,разв.Гезеркент,97,84,135,,,,,,,,
3095,Shikhikent,Шихикент,Шихикент,481,439,423,964,41.604121,48.165102,Lezgian,,Daghestan,,795.78
3097,Kabir-Kazmalyar,Кабир-Казмаляр,Кабир-Казмаляр,,,411,2191,41.7498,48.48848,Lezgian,,Daghestan,,129.1
3099,,Газардкам-Казмаляр,Газардкам-Казмаляр,,,100,378,,,,,,,
3101,,Гильяр-Казм.,Гильяр-Казм.,,,67,,,,,,,,
3103,,Коган-Казм.,Коган-Казм.,,,25,,,,,,,,
3105,Kchun-Kazmalyar,Кчун-Казмаляр,Кчун-Казмаляр,,,135,723,41.76261,48.48966,Lezgian,,Daghestan,,112.61
3107,Kondik,Кондик,Кондик,572,582,741,1459,41.8028,47.8733,Tabasaran,,Daghestan,,1352.59
3109,Archug,Арчуг,Арчуг,100,102,158,109,41.7843,47.86009,Tabasaran,,Daghestan,,1382.79
3111,Chuvek,Чувек,Чувек,363,86,408,750,41.807699,47.901711,Tabasaran,,Daghestan,,1131.24
3113,Kabir,Кабир,Кабир,1932,1987,1135,1424,41.5592,48.0444,Lezgian,,Daghestan,,942.85
3115,Kartas-Kazmalyar,Картас-Казмаляр,Картас-Казмаляр,,,212,1817,41.81717,48.39484,Lezgian,,Daghestan,,81.33
3117,,Араг-Казмаляр,Араг-Казмаляр,,,70,,,,,,,,
3119,,Векеляр,Векеляр,,,22,,,,,,,,
3121,Darkush-Kazmalyar,Даркушказмаляр,Даркушказмаляр,,,132,2805,41.80608,48.38985,Lezgian,,Daghestan,,96.48
3123,Novaya Maka,Новая Мака,Новая Мака,99,80,28,3704,41.772025,48.359721,Lezgian,,Daghestan,,189.36
3125,Kasumkent,Касумкент,Касумкент,580,623,1296,13234,41.6789,48.1394,Lezgian,,Daghestan,,500.51
3127,,ур.Аликент,ур.Аликент,679,783,691,,,,,,,,
3129,,разв.Кимихюр,разв.Кимихюр,212,229,186,,,,,,,,
3131,,разв.Титель,разв.Титель,322,291,191,,,,,,,,
3133,Khyurekhyur,Хюрехюр,Хюрехюр,311,377,360,356,41.5591,47.7417,Lezgian,,Daghestan,,1976.6
3135,Kontsil',Конциль,Конциль,636,604,603,428,41.751813,48.018508,Lezgian,,Daghestan,,900.85
3137,Asakent,Асакент,Асакент,309,273,219,107,41.75759,48.00748,Lezgian,,Daghestan,,1033.77
3139,Koshkent,Кошкент,Кошкент,539,518,469,645,41.7414,48.0386,Lezgian,,Daghestan,,841.12
3141,,Дардаркент,Дардаркент,288,258,196,367,,,,,,,
3143,Sardarkent,Сардаркент,Сардаркент,152,147,178,721,41.7255,48.0622,Lezgian,,Daghestan,,680.35
3145,Kug,Куг,Куг,579,611,696,862,41.7711,47.9647,Lezgian,,Daghestan,,1202.62
3147,Yargil',Яргиль,Яргиль,477,463,470,38,41.79004,47.95429,Tabasaran,,Daghestan,,1147.86
3149,Kurag,Кураг,Кураг,260,225,352,420,41.836764,47.661351,Aghul,,Daghestan,,1823.28
3151,Arsug,Арсуг,Арсуг,286,316,331,235,41.86408,47.65011,Aghul,,Daghestan,,1990.76
3153,Burshag,Буршаг,Буршаг,291,289,341,655,41.89626,47.64102,Aghul,,Daghestan,,2223.84
3155,Khudig,Худиг,Худиг,286,305,314,670,41.85373,47.65854,Aghul,,Daghestan,,1964.59
3157,Kurakh,Курах,Курах,1867,1751,1993,3236,41.5842,47.7842,Lezgian,,Daghestan,,1339.51
3159,Kurkent,Куркент,Куркент,931,896,1136,4074,41.7133,48.1094,Lezgian,,Daghestan,,593.74
3161,Kochkhyur (Kuchkhyur),Кочхюр,Кочхюр,1134,1127,865,,41.5225,47.86562,Lezgian,,Daghestan,,1423.3
3163,Lyakhlya,Ляхля,Ляхля,220,210,312,614,41.88087,47.87761,Tabasaran,,Daghestan,,1036.99
3165,Garig,Гарик,Гарик,88,89,103,37,41.8766,47.88498,Tabasaran,,Daghestan,,1111.51
3167,Kuvig,Кувиг,Кувиг,227,246,166,102,41.88482,47.886538,Tabasaran,,Daghestan,,1073.28
3169,Kulig,Кулиг,Кулиг,128,138,123,120,41.874076,47.865347,Tabasaran,,Daghestan,,1134.12
3171,Kushtil',Куштиль,Куштиль,422,421,389,964,41.8289,47.8894,Tabasaran,,Daghestan,,1233.29
3173,Urtil',Уртиль,Уртиль,86,84,136,158,41.89153,47.89347,Tabasaran,,Daghestan,,1063.07
3175,Magaramkent,Магарамкент,Магарамкент,369,312,503,6951,41.6186,48.3514,Lezgian,,Daghestan,,356.13
3177,,разв.Куйсун,разв.Куйсун,608,588,315,,,,,,,,
3179,Kuysun,Куйсун,Куйсун,,,160,3194,41.57303,48.28712,Lezgian,,Daghestan,,462.9
3181,,Магарам-Кент Казмаляр,Магарам-Кент Казмаляр,,,58,,,,,,,,
3183,,Тагиркент,Тагиркент,465,403,172,356,,,,,,,
3185,Khodzha-Kazmalyar,Ходжа-Казмаляр,Ходжа-Казмаляр,,,127,1443,41.72534,48.438,Lezgian,,Daghestan,,195.15
3187,,Яраг-Казмаляр,Яраг-Казмаляр,,,390,2980,,,,,,,
3189,,разв.Ашага-Мака,разв.Ашага-Мака,289,324,345,,,,,,,,
3191,,разв.Бурши-Мака,разв.Бурши-Мака,288,290,260,,,,,,,,
3193,,разв.Юхари-Мака,разв.Юхари-Мака,424,453,349,,,,,,,,
3195,,разв.Мугерган,разв.Мугерган,657,605,464,,,,,,,,
3197,Mugergan,Мугерган,Мугерган,,,341,1539,41.519797,48.175977,Lezgian,,Daghestan,,576.88
3199,Nyutyug,Нютюг,Нютюг,690,671,695,1231,41.75392,48.11773,Lezgian,,Daghestan,,399.9
3201,Chilikar,Чиликар,Чиликар,373,353,406,485,41.74196,48.065,Lezgian,,Daghestan,,750.97
3203,Orta-Stal,Орта-Стал,Орта-Стал,701,655,1052,2842,41.70335,48.17075,Lezgian,,Daghestan,,562.42
3205,Yukhari-Stal,Юхари-Стал,Юхари-Стал,574,517,710,1709,41.70734,48.1548,Lezgian,,Daghestan,,592.75
3207,Oruzhba,Оружба,Оружба,143,107,203,1840,41.775686,48.432854,Lezgian,,Daghestan,,128.88
3209,Azadogly,Азадоглы,Азадоглы,36,42,297,1695,41.83019,48.44848,Lezgian,,Daghestan,,37.29
3211,,Давуд-Келе,Давуд-Келе,,,48,,,,,,,,
3213,,ур.Салик,ур.Салик,124,145,159,,,,,,,,
3215,Yarukvalar,Яруквалар,Яруквалар,,,1387,436,41.79842,48.41318,Lezgian,,Daghestan,,110.91
3217,Richa,Рича,Рича,653,625,885,1270,41.763646,47.502769,Aghul,,Daghestan,,2053.85
3219,Bedyuk,Бедюк,Бедюк,209,221,292,301,41.716044,47.525715,Aghul,,Daghestan,,2171.84
3221,Khveredzh,Хвередж,Хвередж,186,204,210,240,41.70206,47.57218,Aghul,,Daghestan,,1972.66
3223,,разв.Рухун,разв.Рухун,472,455,458,,,,,,,,
3225,Ichin,Ичин,Ичин,484,481,434,333,41.68263,47.99189,Lezgian,,Daghestan,,848.01
3227,,разв.Куркуркент,разв.Куркуркент,255,320,238,,,,,,,,
3229,,разв.Мехкерг,разв.Мехкерг,357,343,285,,,,,,,,
3231,,разв. Сыртыч,разв. Сыртыч,417,419,483,,,,,,,,
3233,,разв.Гюграг,разв.Гюграг,215,224,315,,,,,,,,
3235,,разв.Гензир,разв.Гензир,98,106,129,,,,,,,,
3237,,разв.Мехтикент,разв.Мехтикент,93,98,99,,,,,,,,
3239,,Уджик,Уджик,99,93,132,,,,,,,,
3241,,ур.Хурцик,ур.Хурцик,176,165,184,,,,,,,,
3243,Tagirkent-Kazmalyar,Тагиркент-Казмаляр,Тагиркент-Казмаляр,,,504,3004,41.814927,48.511106,Lezgian,,Daghestan,,41.83
3245,,Алла-Кавах,Алла-Кавах,,,125,,,,,,,,
3247,Bil'bil'-Kazmalyar,Бильбиль-Казмаляр,Бильбиль-Казмаляр,,,443,2042,41.82188,48.5448,Lezgian,,Daghestan,,23.21
3249,Samur,Самур,Самур,,,324,3432,41.829176,48.487012,Lezgian,,Daghestan,,31.95
3251,,ур.Пеперкенд-Казма,ур.Пеперкенд-Казма,,,229,,,,,,,,
3253,,,полустанок Самур,,,59,,,,,,,,
3255,,Уллу-Готагский Казмаляр,Уллу-Готагский Казмаляр,,,47,,,,,,,,
3257,,ур.Фергяткент,ур.Фергяткент,60,48,62,,,,,,,,
3259,Khtun-Kazmalyar,Хтун-Казмаляр,Хтун-Казмаляр,,,229,1511,41.81114,48.51884,Lezgian,,Daghestan,,41.75
3261,,Целегюн-Казмаляр,Целегюн-Казмаляр,,,57,,,,,,,,
3263,Chakhchakh-Kazmalyar,Чахчах-Казмаляр,Чахчах-Казмаляр,,,198,1928,41.78651,48.50046,Lezgian,,Daghestan,,81.07
3265,Trkal,Тркал,Тркал,485,473,372,25,41.716681,47.970481,Lezgian,,Daghestan,,1080.55
3267,Tslak,Цлак,Цлак,441,439,418,146,41.71272,47.93997,Lezgian,,Daghestan,,1105.7
3269,,разв.Фриг,разв.Фриг,415,417,334,,,,,,,,
3271,,разв.Юхари-Цинит,разв.Юхари-Цинит,192,293,173,,,,,,,,
3273,Tinit,Тинит,Тинит,205,201,300,1385,41.9131,48.0592,Tabasaran,,Daghestan,,485.76
3275,Burgankent,Бурганкент,Бурганкент,104,105,146,704,41.89939,48.06439,Tabasaran,,Daghestan,,621.02
3277,,Ружник,Ружник,246,256,259,,,,,,,,
3279,Turuf,Туруф,Туруф,501,448,443,388,41.90569,48.00688,Tabasaran,,Daghestan,,908.65
3281,Tpig,Тпиг,Тпиг,820,712,888,2730,41.780423,47.589523,Aghul,,Daghestan,,1709.61
3283,Turag,Тураг,Тураг,676,688,842,1163,41.8586,47.9744,Tabasaran,,Daghestan,,1187.52
3285,Nichras,Ничрас,Ничрас,280,305,403,881,41.84358,48.01174,Tabasaran,,Daghestan,,1166.76
3287,,разв.Куярик,разв.Куярик,222,227,257,,,,,,,,
3289,Ullugatag,Уллугатаг,Уллугатаг,653,581,542,633,41.6031,48.1256,Lezgian,,Daghestan,,806.47
3291,Piperkent,Пиперкент,Пиперкент,365,233,174,226,41.59186,48.14726,Lezgian,,Daghestan,,926.79
3293,Saytarkent,Сайтаркент,Сайтаркент,458,421,347,462,41.58508,48.12701,Lezgian,,Daghestan,,996.04
3295,,Чантаркент,Чантаркент,185,174,218,,,,,,,,
3297,Urga,Урга,Урга,148,154,163,270,41.869933,47.85522,Tabasaran,,Daghestan,,1243.76
3299,Atrik,Атрик,Атрик,136,156,188,238,41.88042,47.78046,Tabasaran,,Daghestan,,1743.98
3301,Vertil',Вертиль,Вертиль,129,135,110,170,41.87358,47.85893,Tabasaran,,Daghestan,,1274.96
3303,Dzhuli,Джули,Джули,358,390,386,631,41.8822,47.85399,Tabasaran,,Daghestan,,1153.94
3305,Furdag,Фурдаг,Фурдаг,156,166,201,202,41.86348,47.86215,Tabasaran,,Daghestan,,1220.22
3307,Khursatil',Хурсатиль,Хурсатиль,107,116,136,43,41.862503,47.793991,Tabasaran,,Daghestan,,1746.03
3309,,Яраг,Яраг,92,89,103,,,,,,,,
3311,,МТФ Ханджалкала,МТФ Ханджалкала,239,212,275,,,,,,,,
3313,But-Kazmalyar,Бутказмаляр,Бутказмаляр,,,131,3127,41.705274,48.396665,Lezgian,,Daghestan,,247.46
3315,,Готаг-Казмаляр,Готаг-Казмаляр,,,45,,,,,,,,
3317,,Советское,Советское,397,474,111,4220,,,,,,,
3319,Khiv,Хив,Хив,724,729,844,2659,41.7533,47.9286,Tabasaran,,Daghestan,,959.44
3321,Tsuduk,Цудук,Цудук,136,134,202,417,41.78225,47.89671,Tabasaran,,Daghestan,,1186.34
3323,Khoredzh,Хоредж,Хоредж,417,449,640,1080,41.74914,47.8667,Tabasaran,,Daghestan,,1119.69
3325,Laka,Лака,Лака,216,219,199,606,41.75705,47.88114,Tabasaran,,Daghestan,,1068.11
3327,,(старый) Хорель,(старый) Хорель,417,422,547,,,,,,,,
3329,Dzhepel',Джепель,Джепель,123,106,195,634,41.54977,48.21947,Lezgian,,Daghestan,,543.11
3331,,разв. Кирка,разв. Кирка,612,556,463,,,,,,,,
3333,Kirka,Кирка,Кирка,,,96,1252,41.5369,48.1894,Lezgian,,Daghestan,,571.18
3335,Khorel',Хорель,Хорель,,,50,1013,41.53763,48.20011,Lezgian,,Daghestan,,544.56
3337,,разв.Хулюг,разв.Хулюг,125,127,178,,,,,,,,
3339,,разв.Дашлыкент,разв.Дашлыкент,135,136,182,,,,,,,,
3341,Khyuryak,Хюряк,Хюряк,117,124,202,416,41.88238,48.07289,Tabasaran,,Daghestan,,517.97
3343,,разв.Джахдаг,разв.Джахдаг,100,99,118,,,,,,,,
3345,,разв.Хутарг,разв.Хутарг,517,446,443,,,,,,,,
3347,,разв.Бигер,разв.Бигер,177,267,183,,,,,,,,
3349,,разв. Киан,разв. Киан,309,325,303,,,,,,,,
3351,,Хпитар,Хпитар,284,304,268,,,,,,,,
3353,,разв. Чухверкент,разв. Чухверкент,312,330,247,,,,,,,,
3355,,разв.Эвигар,разв.Эвигар,342,351,400,,,,,,,,
3357,Khutkhul,Хутхул,Хутхул,604,670,674,627,41.78517,47.61451,Aghul,,Daghestan,,1669.49
3359,Misi,Миси,Миси,213,235,231,285,41.80991,47.60329,Aghul,,Daghestan,,1813.04
3361,,разв.Целягюн,разв.Целягюн,615,587,487,,,,,,,,
3363,,Алкадар-Казмаляр,Алкадар-Казмаляр,,,14,,,,,,,,
3365,,МТФ клх. Новый Путь,МТФ клх. Новый Путь,22,19,23,,,,,,,,
3367,,Картас-Казмаляр,Картас-Казмаляр,,,24,,,,,,,,
3369,,разв. Махмудкент,разв. Махмудкент,469,413,205,,,,,,,,
3371,,Махмуд-Кент-Казмаляр,Махмуд-Кент-Казмаляр,,,179,,,,,,,,
3373,Sal'yan,Сальян,Сальян,173,165,192,97,41.63006,48.19895,Lezgian,,Daghestan,,697.3
3375,,Целягюн-Казмаляр,Целягюн-Казмаляр,,,12,,,,,,,,
3377,,разв.Цилинг,разв.Цилинг,652,587,455,,,,,,,,
3379,Akhnig,Ахниг,Ахниг,430,442,300,21,41.5232,47.99481,Lezgian,,Daghestan,,1169.37
3381,Bakhtsug,Бахцуг,Бахцуг,518,573,279,166,41.50975,47.95065,Lezgian,,Daghestan,,1282.39
3383,,разв.Цициг,разв.Цициг,370,381,374,,,,,,,,
3385,,разв.Келе,разв.Келе,390,410,409,,,,,,,,
3387,,Хпек,Хпек,424,403,342,227,,,,,,,
3389,,Чилик,Чилик,374,340,373,,,,,,,,
3391,Tsmur,Цмур,Цмур,598,668,578,625,41.6842,48.0567,Lezgian,,Daghestan,,657.29
3393,Kachalkent,Качалкент,Качалкент,239,241,217,258,41.66885,48.04288,Lezgian,,Daghestan,,691.37
3395,Saidkent,Саидкент,Саидкент,298,281,315,1007,41.70213,48.11319,Lezgian,,Daghestan,,568.09
3397,Tsnal,Цнал,Цнал,889,939,728,672,41.69641,47.99767,Lezgian,,Daghestan,,1040.45
3399,,Камаркент,Камаркент,100,88,69,,,,,,,,
3401,,разв.Кура,разв.Кура,92,88,71,,,,,,,,
3403,Chere,Чере,Чере,692,703,841,313,41.80685,48.0425,Tabasaran,,Daghestan,,852.19
3405,Chulat,Чулат,Чулат,420,396,292,1309,41.880921,48.154399,Tabasaran,,Daghestan,,217.95
3407,Gyukhryag,Гюхряг,Гюхряг,201,172,91,1456,41.854055,48.172785,Tabasaran,,Daghestan,,193.25
3409,,Гугнох-Казм.,Гугнох-Казм.,,,70,,,,,,,,
3411,,Джараг,Джараг,291,329,19,,,,,,,,
3413,,ур.Чулат-Казмаляр,ур.Чулат-Казмаляр,,,81,,,,,,,,
3415,,кут. Экендиль,кут. Экендиль,176,181,70,,,,,,,,
3417,,Экентильский Казмаляр,Экентильский Казмаляр,,,123,,,,,,,,
3419,Shimikhyur,Шимихюр,Шимихюр,330,372,398,427,41.6539,47.6994,Lezgian,,Daghestan,,1831.21
3421,,Урсун,Урсун,118,165,186,87,,,,,,,
3423,Khpedzh,Хпедж,Хпедж,510,559,533,244,41.62212,47.72586,Lezgian,,Daghestan,,1596.53
3425,Khpyuk,Хпюк,Хпюк,310,368,397,363,41.66667,47.66667,Aghul,,Daghestan,,2186.07
3427,Shtul,Штул,Штул,1191,1102,793,258,41.554702,47.919293,Lezgian,,Daghestan,,1094.69
3429,Ashakent,Ашакент,Ашакент,,,279,210,41.59479,47.87241,Lezgian,,Daghestan,,1874.19
3431,,разв. Кумук,разв. Кумук,316,283,271,,,,,,,,
3433,Kutul,Кутул,Кутул,370,358,225,195,41.54576,47.9666,Lezgian,,Daghestan,,996.89
3435,,разв.Юхары-Яраг,разв.Юхары-Яраг,751,684,449,,,,,,,,
3437,,разв.Ашага-Яраг,разв.Ашага-Яраг,370,418,406,,,,,,,,
3439,,разв.Береккент,разв.Береккент,259,241,62,,,,,,,,
3441,,разв.Бильбилькент,разв.Бильбилькент,429,472,98,,,,,,,,
3443,,разв. Кансавкент,разв. Кансавкент,211,206,244,,,,,,,,
3445,,Ялцугар,Ялцугар,245,266,316,,,,,,,,
3447,Kakhtsug,Кахцуг,Кахцуг,488,441,394,643,41.59957,48.06005,Lezgian,,Daghestan,,697.79
3449,,разв. Маккар,разв. Маккар,115,114,206,,,,,,,,
3451,Sarag,Сараг,Сараг,,,78,28,41.60273,48.0164,Lezgian,,Daghestan,,1040.12
3453,,разв.Цицер,разв.Цицер,110,110,81,,,,,,,,
3455,Amukh,Амух,Амух,327,350,304,118,41.9142,47.5422,Dargwa,,Daghestan,,2266.56
3457,Anklukh,Анклух,Анклух,189,177,195,13,41.91667,47.53333,Dargwa,,Daghestan,,1976.4
3459,Tsirkhe,Цирхе,Цирхе,169,172,174,7,41.91513,47.59679,Aghul,,Daghestan,,2062.88
3461,,Ахар,Ахар,595,576,411,,,,,,,,
3463,,ур.Арчутта,ур.Арчутта,78,76,51,,,,,,,,
3465,Viraty,Вираты,Вираты,143,159,129,50,42.15675,47.20107,Lak,,Daghestan,,1910.84
3467,Inisha,Иниша,Иниша,167,163,114,131,42.15031,47.20492,Lak,,Daghestan,,1710.07
3469,,разв. Куци,разв. Куци,72,72,57,,,,,,,,
3471,Ashty,Ашты,Ашты,894,887,913,395,41.961098,47.502559,Dargwa,,Daghestan,,1636.77
3473,,Санжи,Санжи,79,72,94,,,,,,,,
3475,Khuduts,Худуц,Худуц,397,510,389,426,41.96638,47.51297,Dargwa,,Daghestan,,1604.34
3477,Burshi,Бурши,Бурши,527,539,413,211,42.03161,47.06349,Lak,,Daghestan,,2270.55
3479,Charavali,Чаравали,Чаравали,192,213,169,,43.16188,46.50747,Chechen,,Daghestan,,287.67
3481,Bukhty,Бухты,Бухты,548,580,726,994,42.240712,46.985633,Avar,,Daghestan,,1802.78
3483,Vachi,Вачи,Вачи,809,827,771,816,42.0722,47.2136,Lak,,Daghestan,,1733.46
3485,Khoymi,Хойми,Хойми,302,330,241,240,42.09367,47.20822,Lak,,Daghestan,,1679.45
3487,Vikhli,Вихли,Вихли,1283,1298,1195,1275,42.1269,47.2219,Lak,,Daghestan,,1936.29
3489,Sukiyakh,Сукиях,Сукиях,289,308,261,253,42.12168,47.23611,Lak,,Daghestan,,1988.36
3491,Tsyysha,Цыйша,Цыйша,533,564,476,384,42.10442,47.22358,Lak,,Daghestan,,1873.9
3493,Duchi,Дучи,Дучи,308,341,264,,43.129826,47.460438,Chechen,,Daghestan,,-25
3495,,Бурцанах,Бурцанах,50,49,38,,,,,,,,
3497,,ур.Гаркас,ур.Гаркас,,,33,,,,,,,,
3499,Guschi,Гущи,Гущи,209,222,193,65,42.15128,47.09368,Lak,,Daghestan,,1721.72
3501,Kubra,Кубра,Кубра,182,170,158,198,42.14373,47.08175,Lak,,Daghestan,,1813.16
3503,Kani,Кани,Кани,784,814,526,289,42.13937,47.18846,Lak,,Daghestan,,1740.27
3505,Karasha,Караша,Караша,460,460,414,165,42.2221,47.1772,Lak,,Daghestan,,1562.21
3507,Guymi,Гуйми,Гуйми,396,448,311,70,42.230357,47.19589,Lak,,Daghestan,,1659.33
3509,Kurla,Курла,Курла,351,358,262,78,42.19768,47.18731,Lak,,Daghestan,,1849.97
3511,Kara,Кара,Кара,1200,1226,819,532,42.28724,47.17093,Lak,,Daghestan,,1481.73
3513,Kaya,Кая,Кая,2253,2293,1420,579,42.0765,47.20219,Lak,,Daghestan,,1848.72
3515,,ур.Тыркра,ур.Тыркра,,,7,,,,,,,,
3517,,МТФ Шира,МТФ Шира,,,34,,,,,,,,
3519,Kuba,Куба,Куба,917,842,937,456,42.3247,47.1181,Lak,,Daghestan,,1380.04
3521,Kukni,Кукни,Кукни,456,459,296,66,42.12819,47.15973,Lak,,Daghestan,,1564.73
3523,Kuli,Кули,Кули,2036,2036,2430,3946,42.0227595,47.2387802,Lak,,Daghestan,,1955.77
3525,Kumukh,Кумух,Кумух,2900,2872,1746,1931,42.1706,47.1175,Lak,,Daghestan,,1512.73
3527,,Вилттащи,Вилттащи,238,234,166,,,,,,,,
3529,,Табахлу,Табахлу,653,694,403,,,,,,,,
3531,Ubra,Убра,Убра,419,455,428,44,42.179776,47.102963,Lak,,Daghestan,,1629.38
3533,Kundy,Кунды,Кунды,1135,1050,771,813,42.2689,47.1647,Lak,,Daghestan,,1498.93
3535,Shakhuva,Шахува,Шахува,305,318,235,42,42.25077,47.1617,Lak,,Daghestan,,1266.51
3537,Kunki,Кунки,Кунки,674,674,647,780,41.95923,47.47173,Dargwa,,Daghestan,,1662.77
3539,Kurkli,Куркли,Куркли,985,972,619,418,42.2828,47.1283,Lak,,Daghestan,,1306.99
3541,Kuma,Кума,Кума,740,730,447,479,42.27304,47.13762,Lak,,Daghestan,,1264.82
3543,Palisma,Палисма,Палисма,294,299,211,13,42.22845,47.0162,Lak,,Daghestan,,1667.33
3545,,ур.Кегарчи,ур.Кегарчи,94,109,76,,,,,,,,
3547,Shangoda,Шангода,Шангода,187,185,175,521,42.246859,47.000153,Avar,,Daghestan,,1504.9
3549,Shitli,Шитли,Шитли,214,234,172,19,42.24574,47.01268,Avar,,Daghestan,,1825.56
3551,Sumbatl',Сумбатль,Сумбатль,685,731,594,262,42.04682,47.21919,Lak,,Daghestan,,1853.24
3553,Tukhchar,Тухчар,Тухчар,293,293,252,,43.2192,46.4139,Avar,,Daghestan,,255.04
3555,,разв.Турчи,разв.Турчи,403,441,408,,,,,,,,
3557,Unchukatl',Унчукатль,Унчукатль,1062,1061,788,453,42.2208,47.1525,Lak,,Daghestan,,1354.95
3559,Bagikla,Багикла,Багикла,382,361,303,86,42.25308,47.13393,Lak,,Daghestan,,1435.11
3561,Kamasha,Камаша,Камаша,243,247,230,25,42.22886,47.14153,Lak,,Daghestan,,1525.84
3563,Uri,Ури,Ури,365,379,311,152,42.2056,47.0164,Lak,,Daghestan,,1666.27
3565,Kamakhal,Камахал,Камахал,284,313,246,53,42.227415,46.999859,Lak,,Daghestan,,1680.14
3567,,разв.Курхи,разв.Курхи,56,58,77,,,,,,,,
3569,Mukar,Мукар,Мукар,347,345,249,220,42.20687,47.02212,Lak,,Daghestan,,1667.02
3571,,Ханар,Ханар,404,355,274,,,,,,,,
3573,,Буртни,Буртни,133,142,107,,,,,,,,
3575,,Варай,Варай,182,189,129,,,,,,,,
3577,Khoykhi,Хойхи,Хойхи,763,775,512,379,42.12179,47.18526,Lak,,Daghestan,,1623.77
3579,Khulisma,Хулисма,Хулисма,514,528,390,312,42.09299,47.05741,Lak,,Daghestan,,1912.76
3581,,Халаки,Халаки,180,192,136,,,,,,,,
3583,Khuna,Хуна,Хуна,477,456,385,179,42.179791,47.160847,Lak,,Daghestan,,1456.72
3585,Lakhir,Лахир,Лахир,341,330,229,44,42.17688,47.17802,Lak,,Daghestan,,1723.89
3587,Turtsi,Турци,Турци,100,100,75,38,42.18409,47.16817,Lak,,Daghestan,,1467.33
3589,Shuni,Шуни,Шуни,260,258,191,31,42.19414,47.17229,Lak,,Daghestan,,1476.86
3591,Khurukra,Хурукра,Хурукра,1041,995,503,191,42.15663,47.13422,Lak,,Daghestan,,1635.22
3593,Khuri,Хури,Хури,585,558,412,516,42.170115,47.12522,Lak,,Daghestan,,1515.9
3595,Khurkhi,Хурхи,Хурхи,713,678,512,685,42.10627,47.12617,Lak,,Daghestan,,1744.13
3597,Kundakh,Кундах,Кундах,154,162,91,32,42.10013,47.09148,Lak,,Daghestan,,1810.31
