koryakov_bd_id,lang_1_K,eng_vil_name,rus_vil_name,rus_vil_name_mdg,census_1885,census_1895,census_1926,census_2010,Lat,Lon,lang_1_S,elevation
731,Kumyk,,Гергиш-Тала М.,Гергиш-Тала М.,,,21,,,,,
733,Kumyk,,Кончиз,Кончиз,,,5,,,,,
735,Kumyk,,Курукташ,Курукташ,,,8,,,,,
737,Kumyk,,Очакай-Тала,Очакай-Тала,,,19,,,,,
739,Kumyk,,Узун-Тала,Узун-Тала,,,21,,,,,
741,Kumyk,,Уртарака,Уртарака,,,15,,,,,
743,Kumyk,,Чоколук Авзу,Чоколук Авзу,,,9,,,,,
745,Kumyk,Nizhnee Kazanische,Нижнее Казанище,Нижнее Казанище,4652,4926,4890,12865,427644,471611,Kumyk,57280
747,Kumyk,,Алитала,Алитала,,,5,,,,,
749,Kumyk,,разв. Альма-Терек,разв. Альма-Терек,,,43,,,,,
751,Kumyk,,Арта-Арки,Арта-Арки,,,7,,,,,
753,Kumyk,,разв. Бавлакол,разв. Бавлакол,,,59,,,,,
755,Kumyk,,Бакал,Бакал,,,21,,,,,
757,Kumyk,,Багактул,Багактул,,,4,,,,,
759,Kumyk,,Боралаго-Озло,Боралаго-Озло,,,18,,,,,
761,Kumyk,,Бурчике,Бурчике,,,12,,,,,
763,Kumyk,,Гашибит,Гашибит,,,53,,,,,
765,Kumyk,,кутан Бугебулак,кутан Бугебулак,,,4,,,,,
767,Kumyk,,Ковус,Ковус,,,14,,,,,
769,,,,Лесная сторож.,,,1,,,,,
771,,,,Лесная сторож.,,,11,,,,,
773,,,,Лесная сторож.,,,3,,,,,
775,,,,Лесная сторож.,,,3,,,,,
777,,,,Лесная сторож.,,,9,,,,,
779,,,,Лесная сторож.,,,3,,,,,
781,Kumyk,,кутан Муку,кутан Муку,,,103,,,,,
783,Kumyk,,Сийлали,Сийлали,,,32,,,,,
785,Kumyk,,разв. Сокуркака,разв. Сокуркака,,,5,,,,,
787,Kumyk,,Сувлука,Сувлука,,,30,,,,,
789,Kumyk,,Темирхан-Капур,Темирхан-Капур,,,60,,,,,
791,Kumyk,,кутан Тувар,кутан Тувар,,,44,,,,,
793,Kumyk,,кутан Уллу-Су,кутан Уллу-Су,,,42,,,,,
795,Kumyk,,кутан Айваликол,кутан Айваликол,,,41,,,,,
797,Avar,,Хамхарчи-Точе,Хамхарчи-Точе,,,42,,,,,
799,Kumyk,,кутан Эльмеликол,кутан Эльмеликол,,,19,,,,,
801,Kumyk,Kaka-Shura,Кака-Шура,Кака-Шура,3626,3922,3097,6030,4265194,4738278,Kumyk,74329
803,Kumyk,,Какамахи,Какамахи,,,71,1270,,,,
805,Kumyk,,ур. Курте,ур. Курте,,,180,,,,,
807,Kumyk,,ур.Маралмахи,ур.Маралмахи,,,74,,,,,
809,Kumyk,,ур.Хурсанмахи,ур.Хурсанмахи,,,75,,,,,
811,Kumyk,,ур.Капчугай,ур.Капчугай,589,445,531,,,,,
813,Kumyk,Uchkent,Учкент,Учкент,,,26,3699,431136,470794,Avar,13146
815,,,,Ж. д. будка на 18-й версте,,,4,,,,,
817,Avar,Verkhniy Karanay,Верхний Каранай,Верхний Каранай,778,850,1161,737,428281,469072,Avar,123020
819,Avar,,Богатырь,Богатырь,,,78,,,,,
821,Avar,Gindib,Гинта,Гинта,,,78,,4211296,4650397,Avar,201351
821,Avar,Ginta,Гинта,Гинта,,,78,,422042,474186,Dargwa,158897
823,Avar,Nizhniy Karanay,Нижний Каранай,Нижний Каранай,658,659,462,192,4284729,46940488,Avar,90668
825,Kumyk,Kafyr-Kumukh,Кафыр-Кумух,Кафыр-Кумух,1298,1116,1231,5103,4283754,4715412,Kumyk,36948
827,Kumyk,,кутан Актёбе,кутан Актёбе,,,11,,,,,
829,,,,Будка на 18 в.,,,4,,,,,
831,,,,Будка на 8 в.,,,7,,,,,
833,,,,Будка на 27 в.,,,14,,,,,
835,Kumyk,,кутан Кесек-Арт,кутан Кесек-Арт,,,14,,,,,
837,Kumyk,,Губур-Га,Губур-Га,,,6,,,,,
839,Kumyk,,кутан Каратебе,кутан Каратебе,,,12,,,,,
841,Kumyk,,Кара-Тюбе Вер.,Кара-Тюбе Вер.,,,6,,,,,
843,Kumyk,,кутан Кар-Кар,кутан Кар-Кар,,,8,,,,,
845,,,,Мельница вод.,,,11,,,,,
847,,,,Мельница № 4,,,4,,,,,
849,Kumyk,Takalay,Такалай,Такалай,,,15,414,4289677,471644,Kumyk,25522
851,Avar,Kuletsma,Кулецма,Кулецма,1439,1525,1250,2175,425556,472339,Avar,136848
853,Avar,Manasaul,Манасаул,Манасаул,223,269,496,629,427575,470397,Avar,82584
855,Kumyk,Agachkala,Агачкала,Агачкала,24,,90,447,4276698,4707599,Kumyk,68641
857,,,,Лесная сторож.,,,30,,,,,
859,Kumyk,,Атланаул,Атланаул,661,557,717,2375,,,,
861,Avar,Okhli,Охли,Охли,1138,1110,1366,1900,4255565,47209281,Avar,142774
863,Kumyk,Paraul,Параул,Параул,2597,2496,2088,4949,427394,473592,Kumyk,41860
865,Kumyk,,Гляндур,Гляндур,,,49,,,,,
867,Avar,Urma,Урма,Урма,1152,1250,1432,3861,425383,472869,Avar,119236
869,Avar,,ур.Ачаби,ур.Ачаби,,,94,,,,,
871,Kumyk,Khalimbekaul,Халимбекаул,Халимбекаул,979,841,1100,5011,428447,471406,Kumyk,37352
873,Kumyk,Apshi,Апши,Апши,1487,1431,1832,1655,426094,471742,Avar,120953
875,Avar,,Бухна-Бака,Бухна-Бака,,,13,,,,,
877,Avar,,Чиркейская ГЭС,Чиркейская ГЭС,,,2640,,,,,
879,Avar,Akaytala,Акайтала,Акайтала,,,197,688,4303176,4692583,Avar,47586
881,Avar,,Ахмадатор,Ахмадатор,,,50,,,,,
883,Avar,,ур.Аччи,ур.Аччи,,,26,,,,,
885,Avar,,ур.Ахмей-Отар,ур.Ахмей-Отар,,,67,,,,,
887,Avar,,Дуржул,Дуржул,,,113,,,,,
889,Avar,,кут.Кака,кут.Кака,,,305,,,,,
891,Avar,,Качмас,Качмас,,,24,,,,,
893,Avar,,разв.Мугу-Тола,разв.Мугу-Тола,,,93,,,,,
895,Avar,,бывший Черкей,бывший Черкей,894,821,345,,,,,
897,Avar,,Чоригал,Чоригал,,,32,,,,,
899,Avar,Orada-Chugli,Орада Чугли,Орада Чугли,403,470,452,982,4249384,4722264,Avar,153755
901,Avar,,Амирала,Амирала,,,35,,,,,
903,Kumyk,Erpeli,Эрпели,Эрпели,2548,2929,2440,3415,42806119,46973557,Kumyk,79826
905,Kumyk,,кутан Акайбулак,кутан Акайбулак,,,74,,,,,
907,Kumyk,,Канят-Булак,Канят-Булак,,,5,,,,,
909,Kumyk,,кут.Кудуш,кут.Кудуш,,,145,,,,,
911,Kumyk,,Темир-Чекарик,Темир-Чекарик,,,5,,,,,
913,Kumyk,,кутан Чем-Аул,кутан Чем-Аул,,,127,,,,,
915,Kumyk,,ур.Шамхалбулак,ур.Шамхалбулак,,,265,,,,,
917,Kumyk,Ekibulak,Экибулак,Экибулак,,,130,111,4304196,4707152,Kumyk,26895
919,Kumyk,,Без названия,Без названия,,,107,,,,,
921,Archi,Archib,Арчиб,Арчиб,804,765,126,200,420664,468678,Archi,200967
923,Archi,Alchunib,Алчуниб,Алчуниб,,,189,193,4205196,4686943,Archi,208967
925,Archi,Kalib,Калиб,Калиб,,,43,,4207054,4686002,Archi,211740
927,Archi,Keserib,Кесериб,Кесериб,,,76,82,420647,46888,Archi,248788
929,Archi,Kubatl',Кубатль,Кубатль,,,100,120,4203659,4685973,Archi,216043
931,Archi,Khilikh,Хилих,Хилих,,,165,248,4205838,4688751,Archi,228456
933,Archi,Khitab,Хитаб,Хитаб,,,157,273,4207538,46867234,Archi,198242
935,Avar,Chitab,Читаб,Читаб,189,199,190,200,4210412,4686914,Avar,198752
937,Avar,,Читинская мельница,Читинская мельница,,,0,,,,,
939,Avar,Batsada,Бацада,Бацада,725,835,877,755,423036,469092,Avar,158036
941,Avar,,Ахнада,Ахнада,,,47,,,,,
943,Avar,Kulla,Кулла,Кулла,557,590,423,27,4231346,4691014,Avar,126574
945,Avar,Gergebil',Гергебиль,Гергебиль,1193,1310,1489,5196,425047,470661,Avar,72988
947,Avar,Gilib,Гилиб,Гилиб,462,463,438,642,421169,467761,Avar,177521
949,Avar,Goab,Гоаб,Гоаб,274,269,332,234,42097185,46738407,Avar,228704
951,Avar,Doronub,Доронуб,Доронуб,123,131,111,150,42124689,46809427,Avar,187657
953,Avar,Karanub,Карануб,Карануб,194,197,145,161,4212262,4681777,Avar,197808
955,Avar,Kutikh,Кутих,Кутих,205,233,114,224,4212587,4678902,Avar,173770
957,Avar,Gogotl',Гоготль,Гоготль,450,482,436,466,4245481,4676547,Avar,140739
959,Avar,Gonoda,Гонода,Гонода,599,637,639,1415,424697,467892,Avar,128142
961,Avar,Gochada,Гочада,Гочада,622,661,459,147,42272626,46765272,Avar,155776
963,Avar,Gunukh,Гунух,Гунух,326,331,317,87,4228043,4676307,Avar,178007
965,Avar,Murukh,Мурух,Мурух,59,58,69,82,4227719,467715,Avar,178050
967,Avar,Tlyarosh,Тлярош,Тлярош,486,713,556,410,42275317,46751805,Avar,158836
969,Avar,Talukh,Талух,Талух,190,159,179,95,4225652,4674433,Avar,197837
971,Avar,,Цор,Цор,,,2,,,,,
973,Avar,Gochob,Гочоб,Гочоб,688,765,702,476,422375,466642,Avar,201977
975,Avar,Urukh-Sota,Урух-Сота,Урух-Сота,175,168,193,151,4224222,4667694,Avar,182029
977,Avar,Dusrakh,Дусрах,Дусрах,333,333,315,280,421275,468792,Avar,187245
979,Avar,,Кехаб,Кехаб,,,43,,,,,
981,Avar,Kosroda,Косрода,Косрода,208,205,186,114,4213141,4685829,Avar,209643
983,Avar,Kuchrab,Кучраб,Кучраб,296,313,292,46,4217506,4690244,Avar,201106
985,Avar,Mogrob,Могроб,Могроб,110,109,90,16,4215672,4686521,Avar,195878
987,Avar,Chvadab,Чвадаб,Чвадаб,208,213,151,109,4213028,4687639,Avar,185602
989,Avar,,Чильдаб,Чильдаб,140,155,134,,,,,
991,Avar,Chanab,Чанаб,Чанаб,105,113,104,16,42125345,4690434,Avar,229840
993,Avar,Irib,Ириб,Ириб,562,555,460,1108,421606,468169,Avar,164696
995,Avar,,Мукрах,Мукрах,63,59,61,,,,,
997,Avar,Nukush,Нукуш,Нукуш,246,255,168,175,421492,4680579,Avar,169774
999,Avar,Rul'dab,Рульдаб,Рульдаб,426,145,153,37,4218472,4685028,Avar,199075
1001,Avar,Tsemer,Цемер,Цемер,147,285,232,209,4215195,4675296,Avar,209342
1003,Avar,Tlyarobazutl',Тляробазутль,Тляробазутль,184,174,128,95,4214039,4677575,Avar,194202
1005,Avar,Khinub,Хинуб,Хинуб,291,289,280,305,4217454,4682406,Avar,170336
1007,Avar,Kakhib,Кахиб,Кахиб,1610,1682,1312,1090,424272,465969,Avar,157531
1009,Avar,Goor,Гоор,Гоор,932,896,813,809,4243339,4656927,Avar,155424
1011,Avar,Verkhniy Kolob,Верхний Колоб,Верхний Колоб,,,159,81,4242614,466579,Avar,173334
1013,Avar,Kienikh,Киэних,Киэних,,,63,25,4243056,4666639,Avar,138608
1015,Avar,Mokoda,Мокода,Мокода,,,90,100,4242385,4666963,Avar,163072
1017,Avar,Nizhniy Kolob,Нижний Колоб,Нижний Колоб,,,102,52,42430087,46659303,Avar,157214
1019,Avar,Khamakal,Хамакал,Хамакал,,,51,122,42428109,46674497,Avar,142766
1021,Avar,Goor-Khindakh,Гоор-Хиндах,Гоор-Хиндах,,,103,267,42449273,46575312,Avar,104285
1023,Avar,,Хорода,Хорода,,,113,196,,,,
1025,Avar,Chvadab,Чудиб,Чудиб,,,35,,4213028,4687639,Avar,185602
1027,Avar,Keger,Кегер,Кегер,608,3475,709,596,423767,470275,Avar,149956
1029,Avar,,Укитль,Укитль,,,81,,,,,
1031,Avar,Kikuni,Кикуни,Кикуни,1081,943,1008,3224,42513979,47036122,Avar,65480
1033,Avar,Akushali,Акушали,Акушали,,,85,51,424992,469504,Avar,161705
1035,Avar,Iputa,Ипута,Ипута,,,217,97,4247852,4696592,Avar,145463
1037,Avar,,ур.Хулиб,ур.Хулиб,,,106,,,,,
1039,Avar,Koroda,Корода,Корода,1507,1456,1380,939,4244961,46846988,Avar,85659
1041,Avar,Karadakh,Карадах,Карадах,,,9,392,42471023,46863724,Avar,70688
1043,Avar,Kudali,Кудали,Кудали,978,967,1123,914,423678,470789,Avar,141206
1045,Avar,Silta,Силта,Силта,,,155,258,4238728,4707127,Avar,123088
1047,Avar,,Абдуразда,Абдуразда,,,10,,,,,
1049,Avar,,Амир-Харик,Амир-Харик,,,36,,,,,
1051,Avar,Agada,Агада,Агада,,,35,45,42412001,46841895,Avar,121009
1053,Avar,,Ачада,Ачада,,,6,,,,,
1055,Avar,,Балдутль,Балдутль,,,41,11,,,,
1057,Avar,Balanub,Балануб,Балануб,,,120,115,424284,468251,Avar,103206
1059,Avar,,Басар,Басар,,,20,13,,,,
1061,Avar,,Бацикварих,Бацикварих,,,18,3,,,,
1063,Avar,,Бетер,Бетер,,,50,,,,,
1065,Avar,,Газилала,Газилала,,,92,12,,,,
1067,Avar,Dadulazda,Дадулазда,Дадулазда,,,66,26,424189,4680373,Avar,125915
1069,Avar,Ivaylazda,Ивайлазда,Ивайлазда,,,32,73,4242,4679917,Avar,132356
1071,Avar,,Кодух,Кодух,,,39,,,,,
1073,Avar,Kuker,Кукер,Кукер,,,74,16,4243106,4680982,Avar,126039
1075,Avar,Lakhchayda,Лахчайда,Лахчайда,,,32,42,4241345,468378,Avar,120140
1077,Avar,,Магомедхан,Магомедхан,,,16,,,,,
1079,Avar,,Мучула,Мучула,,,9,,,,,
1081,Avar,Mugdab,Мугдаб,Мугдаб,,,58,97,42420445,46807523,Avar,123461
1083,Avar,Rosutl',Росутль,Росутль,,,139,78,4241533,468308,Avar,116204
1085,Avar,Sekh,Сех,Сех,2142,2142,197,289,42416094,46826447,Avar,121923
1087,Avar,Tlogob,Тлогоб,Тлогоб,,,140,216,424189,468153,Avar,125039
1089,Avar,,Уларуда,Уларуда,,,30,,,,,
1091,Avar,Bol'shoy Urala,Большой Урала,Большой Урала,,,250,173,42424277,46805844,Avar,133103
1093,Avar,,Усилиб,Усилиб,,,30,,,,,
1095,Avar,,Хаман,Хаман,,,32,,,,,
1097,Avar,Khamagib,Хамагиб,Хамагиб,,,56,71,42402538,46850422,Avar,136385
1099,Avar,Khebdib,Хебдиб (Хебдит),Хебдиб (Хебдит),,,35,33,4243,4686,Avar,121588
1101,Avar,,Хелазда,Хелазда,,,6,,,,,
1103,Avar,Khatsunob,Хацуноб,Хацуноб,,,81,62,42425999,46802058,Avar,137322
1105,Avar,,Хочо-Бакда,Хочо-Бакда,,,59,,,,,
1107,Avar,Tsalada,Цалада,Цалада,,,126,203,4242472,4681472,Avar,112699
1109,Avar,,Цихиль-Куя,Цихиль-Куя,,,4,,,,,
1111,Avar,,Чарах,Чарах,,,297,,,,,
1113,Avar,,Шахаразда,Шахаразда,,,5,,,,,
1115,Avar,,Щубада,Щубада,,,14,,,,,
1117,Avar,Enseruda,Энсеруда,Энсеруда,,,18,37,4240611,4685278,Avar,136055
1119,Avar,Egeda,Эгеда,Эгеда,,,33,59,42409124,46844276,Avar,127903
1121,Avar,Maali,Маали,Маали,963,1000,948,2921,424858,469197,Avar,100592
1123,Avar,,Урух Верхн.,Урух Верхн.,,,8,,,,,
1125,Avar,,Урух Нижн.,Урух Нижн.,,,8,,,,,
1127,Avar,Magar,Магар,Магар,318,340,217,296,4219546,46843669,Avar,149330
1129,Avar,Baginub,Багинуб,Багинуб,101,132,121,40,421743,4688159,Avar,191781
1131,Avar,,мтф Кульзеб,мтф Кульзеб,266,274,223,,,,,
1133,Avar,Mukutl',Мукутль,Мукутль,164,166,188,94,4219562,46861381,Avar,177684
1135,Avar,Sodab,Содаб,Содаб,114,114,89,72,42215081,4681015,Avar,177150
1137,Avar,,Хецуб,Хецуб,99,97,100,,,,,
1139,Avar,Khurukh,Хурух,Хурух,336,355,304,87,4218441,4685807,Avar,177429
1141,Avar,Tseneb,Ценеб,Ценеб,264,268,208,131,42206684,46842652,Avar,168796
1143,Avar,Chunib,Чуниб,Чуниб,109,113,93,34,4220496,4682498,Avar,190624
1145,Avar,,разв.Шугинуб,разв.Шугинуб,127,123,120,,,,,
1147,Dargwa,Megeb,Мегеб,Мегеб,727,762,710,702,422528,470472,Dargwa,171215
1149,Avar,Moschob,Мощоб,Мощоб,139,155,175,24,4221389,4679167,Avar,230181
1151,Avar,Gidib,Гидиб,Гидиб,139,145,316,61,4222942,4680621,Avar,177649
1153,Avar,Murada,Мурада,Мурада,1370,835,194,1558,42445422,46954469,Avar,122965
1155,Avar,,Горт,Горт,,,116,,,,,
1157,Avar,,Колтуху,Колтуху,,,125,,,,,
1159,Avar,Darada,Дарада,Дарада,,,216,217,42465606,46936573,Avar,151376
1161,Avar,,разв.Цолода,разв.Цолода,,,36,,,,,
1163,Avar,Obokh,Обох,Обох,434,656,408,358,4228362,4703734,Avar,176545
1165,Akhvakh,Ratlub,Ратлуб,Ратлуб,735,635,730,958,42359268,46433433,Akhvakh,158142
1167,Avar,Dagbash,Дагбаш,Дагбаш,426,415,441,264,42380347,46351961,Avar,201506
1169,Avar,Ritlyab,Ритляб,Ритляб,,431,419,94,4205087,4671917,Avar,225969
1171,Avar,Rugel'da,Ругельда,Ругельда,466,503,381,572,423175,465244,Avar,163589
1173,,Musrukh,,Мусрух,143,122,144,93,4232897,4651614,Avar,175841
1175,Avar,Urchukh,Урчух,Урчух,171,175,183,127,42325548,46495518,Avar,162701
1177,Avar,,Рукдах,Рукдах,98,105,85,,,,,
1179,Avar,Somoda,Сомода,Сомода,300,210,264,459,4230272,465368,Avar,174815
1181,Avar,,Хиндах,Хиндах,129,139,130,124,,,,
1183,Avar,,Хонох,Хонох,215,226,242,117,,,,
1185,Avar,Rugudzha,Ругуджа,Ругуджа,2005,1823,1940,1637,423606,469139,Avar,142843
1187,Avar,Khopor,Хопор,Хопор,,,67,45,42352716,46937396,Avar,127997
1189,Avar,Unkida,Ункида,Ункида,,,57,432,42328698,46885731,Avar,139308
1191,Avar,Salta,Салта,Салта,995,1123,909,684,4239589,4707048,Avar,116087
1193,Avar,Sogratl',Согратль,Согратль,1929,1987,2000,2359,422808,469914,Avar,154260
1195,Avar,Nakazukh,Наказух,Наказух,,,190,136,42264594,46914238,Avar,200332
1197,Avar,Sachada,Сачада,Сачада,309,249,354,145,42258411,46699595,Avar,187379
1199,Avar,Moksob,Моксоб,Моксоб,256,244,324,,43434004,4648603,Avar,2519
1201,Avar,Sumeta,Сумета,Сумета,24,32,48,24,42262025,46705541,Avar,171193
1203,Avar,,разв.Сок,разв.Сок,171,139,162,,,,,
1205,Avar,Teletl',Телетль,Телетль,1686,1824,1650,3552,424289,467317,Avar,141623
1207,Avar,Mitliurib,Митлиуриб,Митлиуриб,,,438,687,4243537,4668836,Avar,166450
1209,Avar,Urada,Урада,Урада,1338,1383,1117,2332,423822,465617,Avar,142395
1211,Avar,,Гетана Тлура,Гетана Тлура,,,24,,,,,
1213,Avar,,Урадаколоб,Урадаколоб,,,16,8,,,,
1215,Avar,Machada,Мачада,Мачада,551,515,503,429,4237839,4653725,Avar,167637
1215,Avar,,Мачада,Мачада,551,515,503,429,,,,
1217,Avar,,Накитль,Накитль,,,103,196,,,,
1219,Avar,Ravkvatl',Равкватль,Равкватль,,,91,34,42372455,46579617,Avar,183804
1221,Avar,Tidib,Тидиб,Тидиб,604,616,667,1089,423889,465742,Avar,133284
1223,Avar,Tlyakh,Тлях,Тлях,221,229,170,318,42389928,46540021,Avar,136488
1225,Avar,Khotoda,Хотода,Ходота,386,395,348,924,4239393,46559446,Avar,123530
1227,Avar,Genta,Гента,Гента,547,521,559,583,4237001,4656099,Avar,170255
1229,Avar,Urib,Уриб,Уриб,616,635,702,587,424564,466736,Avar,157280
1231,Avar,Ziurib,Зиуриб,Зиуриб,226,239,232,326,4241789,46705088,Avar,184606
1233,Avar,Khvartikuni,Хвартикуни,Хвартикуни,,603,637,1322,424569,470067,Avar,90849
1235,Avar,Tunzi,Тунзи,Тунзи,,,263,141,4246888,4697573,Avar,130717
1237,Avar,Khvarada,Хварада,Хварада,,,139,41,4246889,4699406,Avar,132228
1239,Avar,,Хиндах,Хиндах,624,531,509,1172,,,,
1241,Avar,,Бурдали,Бурдали,,,70,,,,,
1243,Avar,,Голони,Голони,,,14,,,,,
1245,,,,Гуниб (лесная дача),,,21,,,,,
1247,,Gunib,,Гуниб,,,387,2271,42388232,46962258,Avar,121430
1249,Avar,,Молчада,Молчада,,,52,,,,,
1251,Avar,Khotoch,Хоточ,Хоточ,895,827,633,1173,42408408,46954024,Avar,104662
1253,Avar,,Асса-Хахитил,Асса-Хахитил,,,4,,,,,
1255,Avar,,Зевер,Зевер,,,184,,,,,
1257,Avar,,Колоб-Раал,Колоб-Раал,,,13,,,,,
1259,Avar,,Коралух,Коралух,,,2,,,,,
1261,Avar,,Хуцда-Кала,Хуцда-Кала,,,6,,,,,
1263,Avar,Khuchada,Хучада,Хучада,329,330,396,252,42400235,46469178,Avar,180574
1265,Avar,Tsulda,Цулда,Цулда,288,319,340,223,4227357,4672095,Avar,190281
1267,Avar,Gontlob,Гонтлоб,Гонтлоб,64,66,59,33,42280673,46726468,Avar,183850
1269,Avar,Utlukh,Утлух,Утлух,93,97,110,88,42267533,46730055,Avar,163650
1271,Avar,Charoda,Чарода,Чарода,,,390,439,422764,468019,Avar,152364
1273,Avar,,Бунараб-Рохоб,Бунараб-Рохоб,,,42,,,,,
1275,Avar,Mugurukh,Мугурух,Мугурух,287,291,274,317,4226064,4686533,Avar,173384
1277,Avar,Chokh,Чох,Чох,1537,1497,1527,3222,423206,470336,Avar,158443
1279,Avar,Gamsutl',Гамсутль,Гамсутль,204,222,227,6,42301972,46996315,Avar,164653
1281,Lak,Shalib,Шалиб,Шалиб,464,501,454,171,4209007,4691826,Lak,226757
1283,Avar,Sshulani,Шулани,Шулани,458,493,436,744,423067,469294,Avar,160205
1285,Avar,Unty,Унты,Унты,264,279,256,384,42311452,46944631,Avar,142082
1287,Dargwa,Akusha,Акуша,Акуша,1988,953,2518,4700,42275664,47340107,Dargwa,139178
1287,Dargwa,Akusha,Акуша,Акуша,1988,953,2518,4700,42275664,47340107,Dargwa,139178
1289,Dargwa,,Убеки Махи,Убеки Махи,,,30,,,,,
1291,Dargwa,,Абидуны Махи,Абидуны Махи,,,86,,,,,
1293,Dargwa,Aynikabmakhi,Айникабмахи,Айникабмахи,327,373,146,380,4226679,4736264,Dargwa,148197
1295,Dargwa,,Имхила Махи,Имхила Махи,,,33,,,,,
1297,Dargwa,Akhsakadamakhi,Ахсакадамахи,Ахсакадамахи,,,44,205,42303416,47381576,Dargwa,137448
1299,Dargwa,,Берги-Мак-Махи,Берги-Мак-Махи,,,225,,,,,
1301,Dargwa,Bergeinzi,Бергеинзи,Бергеинзи,,,67,124,42260462,47352616,Dargwa,135051
1303,Dargwa,,Бични-Махи,Бични-Махи,,,44,,,,,
1305,Dargwa,Burgimakmakhi,Бургимакмахи,Бургимакмахи,144,185,63,1283,422897,473769,Dargwa,133325
1307,Dargwa,Burgimakhi,Бургимахи,Бургимахи,,,50,136,4227489,4728652,Dargwa,151225
1309,Dargwa,,Вайкот,Вайкот,,,48,,,,,
1311,Dargwa,,Ганжала-Кади Кунт,Ганжала-Кади Кунт,,,117,,,,,
1313,Dargwa,Ganderamakhi,Гандарамахи,Гандарамахи,,,78,186,42261093,47333465,Dargwa,146474
1315,Dargwa,Gumramakhi,Гумрамахи,Гумрамахи,,,151,642,4225101,4735105,Dargwa,138480
1317,Dargwa,,Гурдхи-Махи,Гурдхи-Махи,,,112,,,,,
1319,Dargwa,,Гури-Махи,Гури-Махи,,,51,,,,,
1321,Dargwa,,Джарон-Махи,Джарон-Махи,,,55,,,,,
1323,Dargwa,Dubrimakhi,Дубримахи,Дубримахи,943,999,256,692,42274418,47285133,Dargwa,150374
1325,Dargwa,Inzimakhi,Инзимахи,Инзимахи,,,145,1382,4227238,4735613,Dargwa,140919
1327,Dargwa,Kavkamakhi,Кавкамахи,Кавкамахи,489,523,426,1407,42322184,4730588,Dargwa,167633
1329,Dargwa,,Када-Кунт,Када-Кунт,,,58,,,,,
1331,Dargwa,,Какил Кунт,Какил Кунт,,,101,,,,,
1333,Dargwa,Kakmakhi,Какмахи,Какмахи,,,62,612,4229169,4738541,Dargwa,135744
1335,Dargwa,,Калтай-Махи,Калтай-Махи,,,82,,,,,
1337,Dargwa,,Кергуз-Махи,Кергуз-Махи,,,39,,,,,
1339,Dargwa,Kertukmakhi,Кертукмахи,Кертукмахи,,,94,662,4228799,4734305,Dargwa,131302
1341,Dargwa,,Кецли-Махи,Кецли-Махи,,,32,,,,,
1343,Dargwa,Kamkadamakhi,Камкадамахи,Камкадамахи,,,114,288,42255826,47308527,Dargwa,164323
1345,Dargwa,,Кубин-Махи,Кубин-Махи,,,17,,,,,
1347,Dargwa,,Кури-Махи В.,Кури-Махи В.,194,116,71,,,,,
1349,Dargwa,Kurimakhi,Куримахи,Куримахи,92,209,423,1146,42304306,47304694,Dargwa,125380
1351,Dargwa,,Пунгри-Махи,Пунгри-Махи,,,31,,,,,
1353,Dargwa,Semgamakhi,Семгамахи,Семгамахи,,,188,667,4228438,4735484,Dargwa,140971
1355,Dargwa,,Верхний Кавкамахи,Верхний Кавкамахи,749,105,86,452,,,,
1357,Dargwa,,Турлуни,Турлуни,,,83,,,,,
1359,Dargwa,Uznimakhi,Узнимахи,Узнимахи,208,229,91,910,4230003,473858,Dargwa,137457
1361,Dargwa,Urgubamakhi,Ургубамахи,Ургубамахи,1045,,243,1071,4228968,4731783,Dargwa,132882
1363,Dargwa,Urkhuchimakhi,Урхучимахи,Урхучимахи,285,211,397,2290,42310271,47260222,Dargwa,124985
1365,Dargwa,Tserkhimakhi,Церхимахи,Церхимахи,,,34,494,42276694,47336755,Dargwa,139179
1367,Dargwa,Tsundimakhi,Цундимахи,Цундимахи,,,139,360,4225164,4731668,Dargwa,164120
1369,Dargwa,Tsunimakhi,Цунимахи,Цунимахи,194,200,225,484,4229835,4726194,Dargwa,137310
1371,Dargwa,Chankalamakhi,Чанкаламахи,Чанкаламахи,,,135,111,4227788,47365804,Dargwa,141649
1373,Dargwa,Chinimakhi,Чинимахи,Чинимахи,376,300,206,915,4227565,4737455,Dargwa,133999
1375,Dargwa,,Чини-Махи Н.,Чини-Махи Н.,,,62,,,,,
1377,Dargwa,Shinkbalakada,Шинкбалакада,Шинкбалакада,,,164,18,42261375,47300242,Dargwa,160023
1379,Dargwa,Shumkhrimakhi,Шумхримахи,Шумхримахи,,,120,172,42291042,47268562,Dargwa,141961
1381,Dargwa,,Эбдала-Баганд-Кала-Махи,Эбдала-Баганд-Кала-Махи,,,83,,,,,
1383,Dargwa,,Янцарамахи,Янцарамахи,,,77,,,,,
1385,Dargwa,Alikhanmakhi,Алиханмахи,Алиханмахи,405,395,340,831,4233194,4726602,Dargwa,155516
1387,Dargwa,Verkhnie Kamkamakhi,Верхний Камкамахи,Верхний Камкамахи,,,15,75,4232265,4723945,Dargwa,133410
1389,Dargwa,Ameterkmakhi,Аметеркмахи,Аметеркмахи,725,721,441,2139,4233081,47213539,Dargwa,113706
1391,Dargwa,,Айнего-Махи,Айнего-Махи,,,22,,,,,
1393,Dargwa,,Камха-Махи В.,Камха-Махи В.,,61,47,,,,,
1395,Dargwa,,Нижнее Камкамахи,Нижнее Камкамахи,,159,197,,,,,
