koryakov_bd_id,lang_1_K,eng_vil_name,rus_vil_name,rus_vil_name_mdg,census_1885,census_1895,census_1926,census_2010,Lat,Lon,lang_1_S,elevation
1397,Dargwa,,Куркабе-Махи,Куркабе-Махи,,,74,,,,,
1399,Dargwa,,Унака-Махи,Унака-Махи,,,25,,,,,
1401,Lak,Balkhar,Балхар,Балхар,1424,1437,1195,941,422797,472314,Lak,165848
1403,Lak,,Кули,Кули,411,405,360,157,,,,
1405,Lak,Tsulikana,Цуликана,Цуликана,389,374,272,264,4225834,4725676,Lak,174653
1407,Dargwa,Burdeki,Бурдеки,Бурдеки,339,335,399,652,423047,476703,Dargwa,74793
1409,Dargwa,Butri,Бутри,Бутри,1294,1205,1097,1098,4207426,4744048,Dargwa,156036
1411,Dargwa,Vikri,Викри,Викри,925,909,834,22,4220612,47679702,Dargwa,122616
1413,Dargwa,,Ахмед-Махи,Ахмед-Махи,,,6,,,,,
1415,Lak,Shadni,Шадни,Шадни,159,158,97,297,42192172,47648927,Lak,134984
1417,Dargwa,Gapshima,Гапшима,Гапшима,741,727,656,1706,422122,473261,Dargwa,160301
1419,Dargwa,,Мегва,Мегва,432,403,324,,,,,
1421,Dargwa,,ур. Герга,ур. Герга,705,711,922,,,,,
1423,Dargwa,Gerkhmakhi,Герхмахи,Герхмахи,584,600,611,2084,422634,4752765,Dargwa,168635
1425,Dargwa,Geba,Геба,Геба,573,540,536,737,4221527,4739266,Dargwa,163395
1427,Dargwa,Gindib,Гинта,Гинта,1233,1208,1073,1535,4211296,4650397,Avar,201351
1427,Dargwa,Ginta,Гинта,Гинта,1233,1208,1073,1535,422042,474186,Dargwa,158897
1429,Dargwa,,Куркимахи,Куркимахи,343,347,330,395,,,,
1431,Dargwa,Guladtymakhi,Гуладтымахи,Гуладтымахи,507,491,472,417,4234823,4723927,Dargwa,154289
1433,Dargwa,,Арга-Буршна,Арга-Буршна,,,17,,,,,
1435,Dargwa,Guladty,Гуладты,Гуладты,726,699,638,663,4211523,4745074,Dargwa,150575
1437,Dargwa,Mirzita,Мирзита,Мирзита,209,207,162,372,421309,4747663,Dargwa,157300
1439,Dargwa,Degva,Дегва,Дегва,411,132,540,821,424161,475372,Dargwa,94823
1441,Dargwa,Deybuk,Дейбук,Дейбук,931,980,991,434,4220532,4751996,Dargwa,153888
1443,Dargwa,,МТФ Чадыкмахи,МТФ Чадыкмахи,138,118,96,,,,,
1445,Dargwa,Dzhangamakhi,Джангамахи,Джангамахи,783,259,301,698,4244335,4738111,Dargwa,129527
1447,Dargwa,,ур.Удуб-Карчамахи,ур.Удуб-Карчамахи,,78,260,,,,,
1449,Dargwa,Elakatmakhi,Элакатмахи,Элакатмахи,,298,323,74,42454026,47398334,Dargwa,128174
1451,Dargwa,Dzilebki,Дзилебки,Дзилебки,406,398,481,714,4204989,4755693,Dargwa,164535
1453,Dargwa,Sergokala,Сергокала,Сергокала,250,244,647,8141,424494,476633,Dargwa,53802
1455,Dargwa,Duakar,Дуакар,Дуакар,276,263,291,248,42064159,47460081,Dargwa,163755
1457,Dargwa,Guzbaya,Гузбая,Гузбая,,,38,11,4204744,4751385,Dargwa,179641
1459,Dargwa,Kishamakhi,Кищамахи,Кищамахи,191,207,146,148,42051,4744197,Dargwa,178178
1459,Dargwa,Kishamakhi,Кищамахи,Кищамахи,191,207,146,148,42051,4744197,Dargwa,178178
1461,Dargwa,,разв. Муки,разв. Муки,55,56,83,,,,,
1463,Dargwa,,Микрасанамахи,Микрасанамахи,78,76,78,53,,,,
1465,Dargwa,Mukrakari,Мукракари,Мукракари,2,211,181,134,4206667,475,Dargwa,173188
1467,Dargwa,Nikabarkmakhi,Никабаркмахи,Никабаркмахи,19,11,15,,4201667,4741667,Dargwa,201695
1469,Dargwa,Sumiya,Сумия,Сумия,209,203,175,148,4204344,4745616,Dargwa,171155
1471,Dargwa,Uzralmakhi,Узралмахи,Узралмахи,52,49,53,104,4205782,4744987,Dargwa,166777
1473,Dargwa,,Харачи-Махи,Харачи-Махи,23,14,18,,,,,
1475,Dargwa,Khulabarkmakhi,Хулабаркмахи,Хулабаркмахи,167,156,134,113,4205455,4745676,Dargwa,176845
1477,Dargwa,,Шахбана-Махи,Шахбана-Махи,,,5,,,,,
1479,Dargwa,Kakamakhi,Какамахи,Какамахи,955,933,770,2652,4239507,4730644,Dargwa,129826
1481,Dargwa,Ditunshimakhi,Дитуншимахи,Дитуншимахи,133,133,152,486,42381665,47289692,Dargwa,141048
1483,Dargwa,Kanasiragi,Канасираги,Канасираги,837,791,703,733,42252582,47649095,Dargwa,111308
1485,Dargwa,,Авулт,Авулт,,,12,,,,,
1487,Dargwa,,Кунци,Кунци,,,17,,,,,
1489,Dargwa,Karbuchimakhi,Карбучимахи,Карбучимахи,441,456,390,276,42007461,47429948,Dargwa,204658
1491,Dargwa,Ayatsimakhi,Аяцимахи,Аяцимахи,120,114,100,122,4200618,4746117,Dargwa,204128
1493,Dargwa,,разв. Муза,разв. Муза,,,5,,,,,
1495,Dargwa,Kuppa,Куппа,Куппа,735,818,870,1459,424239,471231,Dargwa,106146
1497,Dargwa,Amalte,Амалте,Амалте,153,197,166,272,4242457,4711047,Dargwa,111192
1499,Dargwa,Kundurkhe,Кундурхе,Кундурхе,192,204,198,376,4241424,4711507,Dargwa,112142
1501,Dargwa,Verkhnie Arshi,Верхний Арши,Верхний Арши,362,319,401,993,4240006,4712529,Dargwa,127175
1503,Dargwa,Irgali,Иргали,Иргали,202,226,204,206,4241281,4713538,Dargwa,121237
1505,Dargwa,,Телагу,Телагу,214,249,287,215,,,,
1507,Avar,Kutisha,Кутиша,Кутиша,1368,1358,1219,1919,424236,472831,Avar,148331
1509,Avar,,Амир-Али,Амир-Али,,,3,,,,,
1511,Avar,,Ахмед,Ахмед,,,3,,,,,
1513,Avar,,Гамза,Гамза,,,4,,,,,
1515,Avar,,Маша,Маша,,,1,,,,,
1517,Avar,,Маха,Маха,,,3,,,,,
1519,Dargwa,Verkhnie Kabkomakhi,Верхнее Лабкомахи,Верхнее Лабкомахи,599,618,691,743,4234176,4743688,Dargwa,166567
1521,Dargwa,Nizhnie Labkomakhi,Нижнее Лабкомахи,Нижнее Лабкомахи,,416,325,365,4235084,4741873,Dargwa,156748
1523,Dargwa,Levashi,Леваши,Леваши,1188,1197,1614,10011,424325,473258,Dargwa,121993
1525,Dargwa,,Баганд-Махи,Баганд-Махи,,,31,,,,,
1527,Dargwa,,Нугай-Махи,Нугай-Махи,,,5,,,,,
1529,Dargwa,,Тубукла-Амарла-Махи,Тубукла-Амарла-Махи,,,5,,,,,
1531,Dargwa,,Хаганаг-Махи,Хаганаг-Махи,,,3,,,,,
1533,Dargwa,,Юнус-Омар-Гаджи,Юнус-Омар-Гаджи,,,12,,,,,
1535,Dargwa,Meusisha,Меусиша,Меусиша,1454,1380,1408,1377,4220199,4759731,Dargwa,153779
1537,Dargwa,Mekegi,Мекеги,Мекеги,3866,2624,2550,2931,423978,474625,Dargwa,134453
1539,Dargwa,Adukmakhi,Адукмахи,Адукмахи,,,21,,4239928,47401891,Dargwa,144688
1541,Dargwa,Aysalakak,Айсалакак,Айсалакак,,45,81,21,42374896,47474825,Dargwa,147625
1543,Dargwa,Buanzimakhi,Буанзимахи,Буанзимахи,,140,173,168,4242062,4744966,Dargwa,130767
1545,Dargwa,Damkulakada,Дамкулакада,Дамкулакада,,143,97,48,42430252,47467675,Dargwa,122433
1547,Dargwa,Zurilaudimakhi,Зурилаудимахи,Зурилаудимахи,,83,143,461,424301,4749276,Dargwa,107860
1549,Dargwa,,Кивурги-Махи,Кивурги-Махи,,50,30,,,,,
1551,Dargwa,Purrimakhi,Пурримахи,Пурримахи,,135,292,77,42426446,47465673,Dargwa,123635
1553,Dargwa,,Субахтымахи,Субахтымахи,,,71,18,,,,
1555,Dargwa,Tarlankak,Тарланкак,Тарланкак,,,157,27,42385886,47475817,Dargwa,143252
1557,Dargwa,,Хебрела-Эла,Хебрела-Эла,,137,77,3,,,,
1559,Dargwa,,Цурри,Цурри,,,113,,,,,
1561,Dargwa,Zhamsory,Жамсоры,Жамсоры,,42,73,,42382089,47462508,Dargwa,144242
1563,Dargwa,Chakhimakhi,Чахимахи,Чахимахи,,26,93,189,4241564,4756038,Dargwa,87697
1565,Dargwa,Mugi,Муги,Муги,2649,2347,1950,3372,422989,474225,Dargwa,151806
1567,Dargwa,,ур. Аямахи,ур. Аямахи,,140,145,,,,,
1569,Dargwa,,Бураган-Махи,Бураган-Махи,,,5,,,,,
1571,,,,Герхмахи,,,29,,,,,
1573,Dargwa,,Кадарла-Дак,Кадарла-Дак,,,11,,,,,
1575,Dargwa,,Осман-Махи,Осман-Махи,,,9,,,,,
1577,Dargwa,,Панахмахи,Панахмахи,736,574,525,,,,,
1579,Dargwa,,Унцала-Дубра,Унцала-Дубра,,,16,,,,,
1581,Dargwa,,Шишквала,Шишквала,,,130,,,,,
1583,Dargwa,Mugri,Мугри,Мугри,680,675,750,,4226767,4762872,Dargwa,116145
1585,Dargwa,,Ая,Ая,,,2,,,,,
1587,Dargwa,,Ича,Ича,,,13,,,,,
1589,Dargwa,,Куйчу,Куйчу,,,8,,,,,
1591,Dargwa,,Мирке-Бугре,Мирке-Бугре,,,12,,,,,
1593,Dargwa,,Хураки,Хураки,,,15,,,,,
1595,Dargwa,Verkhnie Mulebki,Верхние Мулебки,Верхние Мулебки,1421,1419,1157,1446,4231043,4751924,Dargwa,153021
1597,Dargwa,Nizhnie Mulebki,Нижнее Мулебки,Нижнее Мулебки,2511,632,563,440,423281,475689,Dargwa,125867
1599,,Aynurbimakhi,,Айнурбимахи,,321,390,287,4229623,4758462,Dargwa,120491
1601,Dargwa,Arachanamakhi,Арачанамахи,Арачанамахи,,,65,187,4231923,4758202,Dargwa,112492
1603,Dargwa,Bakhmakhi,Бахмахи,Бахмахи,,,224,226,4230638,4759269,Dargwa,117033
1605,Dargwa,Burkhimakhi,Бурхимахи,Бурхимахи,,162,171,130,423065,4758607,Dargwa,117622
1607,Dargwa,Kardamakhi,Кардамахи,Кардамахи,,,78,107,4237861,4746639,Dargwa,147127
1609,Dargwa,Miglakasimakhi,Миглакасимахи,Миглакасимахи,,375,529,535,4233599,4756121,Dargwa,114297
1611,Dargwa,,Уллукимахи,Уллукимахи,,,109,276,,,,
1613,Dargwa,,Ханти-Махи,Ханти-Махи,,,77,,,,,
1615,Dargwa,Khantskarkamakhi,Ханцкаркамахи,Ханцкаркамахи,,,197,175,42330333,47550694,Dargwa,118637
1617,Dargwa,Tsurmakhi,Цурмахи,Цурмахи,,227,181,337,4231845,4757516,Dargwa,116199
1619,Dargwa,Murguk,Мургук,Мургук,1150,1085,876,1653,422669,476947,Dargwa,88147
1621,Dargwa,Baltamakhi,Балтамахи,Балтамахи,,,198,394,4229843,4772877,Dargwa,73291
1623,Dargwa,,Бахмуд-Кент,Бахмуд-Кент,,,35,,,,,
1625,Dargwa,,МТФ Урханала,МТФ Урханала,,,89,,,,,
1627,Dargwa,Naskent,Наскент,Наскент,1065,1012,956,2951,4238093,4733624,Dargwa,135223
1629,Dargwa,Nakhki,Нахки,Нахки,415,411,263,417,4207562,4739905,Dargwa,168303
1631,Dargwa,Arassamakhi,Арассамахи,Арассамахи,57,31,49,30,420579,4740111,Dargwa,182364
1633,Dargwa,,Арахара-Махи,Арахара-Махи,,,8,,,,,
1635,Dargwa,Bikalamakhi,Бикаламахи,Бикаламахи,102,76,72,57,4204647,4736054,Dargwa,177230
1637,Dargwa,Bukkamakhi,Буккамахи,Буккамахи,178,167,118,58,4203148,4741884,Dargwa,176024
1639,Dargwa,,Губача-Галицы,Губача-Галицы,,,48,,,,,
1641,Dargwa,,ур. Доцурбалакада,ур. Доцурбалакада,64,81,37,,,,,
1643,Dargwa,,ур. Доцурбалакада,ур. Доцурбалакада,,,17,,,,,
1645,Dargwa,Kaddamakhi,Каддамахи,Каддамахи,46,46,48,94,42045284,47356444,Dargwa,177094
1647,Dargwa,Verkhniy Karshli,Верхний Каршли,Верхний Каршли,,260,140,165,4205018,4734231,Dargwa,186021
1649,Dargwa,Nizhniy Karshli,Нижний Каршли,Нижний Каршли,246,,67,85,42049911,47343884,Dargwa,185635
1651,Dargwa,Karashimakhi,Карашимахи,Карашимахи,81,70,46,59,4202781,473975,Dargwa,191671
1653,Dargwa,,Куялла-Муг-Махи,Куялла-Муг-Махи,,,16,,,,,
1655,Dargwa,Urkhulakar,Урхулакар,Урхулакар,95,86,64,89,4204352,4740002,Dargwa,188127
1657,Dargwa,Utsulimakhi,Уцулимахи,Уцулимахи,161,128,97,160,42064935,4742661,Dargwa,175904
1659,Dargwa,,разв. Хурдалая,разв. Хурдалая,33,,22,,,,,
1661,Dargwa,Verkhnie Chiamakhi,Верхний Чиамахи,Верхний Чиамахи,172,170,115,78,4202996,4738803,Dargwa,186021
1663,Dargwa,Natsi,Наци,Наци,443,167,151,150,42075335,4738728,Dargwa,178484
1665,Dargwa,Karayamakhi,Караямахи,Караямахи,76,79,54,60,4207822,4734643,Dargwa,215326
1667,Dargwa,Kassagumakhi,Кассагумахи,Кассагумахи,155,110,103,143,42044941,47371867,Dargwa,171248
1669,Dargwa,Kuliyamakhi,Кулиямахи,Кулиямахи,197,217,188,209,4207717,4733501,Dargwa,212999
1671,Dargwa,,Макак-Махи,Макак-Махи,,,7,,,,,
1673,Dargwa,Murlatinamakhi,Мурлатинамахи,Мурлатинамахи,30,33,25,28,4208451,4735718,Dargwa,184657
1675,Dargwa,,разв. Нахбармахи,разв. Нахбармахи,38,19,14,,,,,
1677,Dargwa,Tuzlamakhi,Тузламахи,Тузламахи,,156,121,176,4207877,4736836,Dargwa,174146
1679,Dargwa,Urzhagimakhi,Уржагимахи,Уржагимахи,126,130,111,129,4206149,4737056,Dargwa,177281
1681,Dargwa,Giyagaramakhi,Гиягарамахи,Гиягарамахи,,71,54,73,4208381,4737841,Dargwa,200217
1683,Dargwa,Gunnamakhi,Гуннамахи,Гуннамахи,,65,27,59,4204729,4737328,Dargwa,170452
1685,Dargwa,Kubrimakhi,Кубримахи,Кубримахи,43,38,38,18,42073018,47372684,Dargwa,178725
1687,Dargwa,,разв.Санамахи,разв.Санамахи,1638,307,344,,,,,
1689,Dargwa,,ур.Ниж.Алаци,ур.Ниж.Алаци,,56,48,,,,,
1691,Dargwa,Allate,Аллате,Аллате,,455,551,713,42369057,47184036,Dargwa,138855
1693,Dargwa,Dingo,Динго,Динго,,,22,,4235347,4718138,Dargwa,104980
1695,Dargwa,Inkuchimakhi,Инкучимахи,Инкучимахи,,65,86,541,4235029,4717345,Dargwa,110642
1697,Dargwa,,Канда-Махи,Канда-Махи,,,16,,,,,
1699,Dargwa,Kumamakhi,Кумамахи,Кумамахи,,145,200,397,4235849,4719214,Dargwa,138783
1701,Dargwa,,Кургу,Кургу,,,106,,,,,
1703,Dargwa,,Магора,Магора,,372,105,,,,,
1705,Dargwa,Musul'temakhi,Мусультемахи,Мусультемахи,,202,221,483,42362154,47188584,Dargwa,136856
1707,Dargwa,,Сана-Махи Н.,Сана-Махи Н.,,,140,,,,,
1709,Dargwa,Tarlimakhi,Тарлимахи,Тарлимахи,,115,73,151,4235587,4717157,Dargwa,103554
1711,Dargwa,,Харк-Махи,Харк-Махи,,,8,,,,,
1713,Dargwa,Gurgumakhi,Гургумахи,Гургумахи,,176,76,541,4236056,4719222,Dargwa,142943
1715,Dargwa,Sutbuk,Сутбук,Сутбук,363,359,327,286,421036,475403,Dargwa,136590
1717,Dargwa,,Акасса,Акасса,,,5,,,,,
1719,Dargwa,Bakni,Бакни,Бакни,305,307,284,251,4211618,4753095,Dargwa,147604
1721,Dargwa,Urtsaki,Урцаки,Урцаки,511,521,504,299,4209916,4756236,Dargwa,148867
1723,Dargwa,Tanty,Танты,Танты,996,951,916,826,421642,473167,Dargwa,178324
1725,Dargwa,Tashkapur,Ташкапур,Ташкапур,475,495,533,1417,4240805,4717095,Dargwa,90734
1727,Dargwa,,Карт-Махи,Карт-Махи,60,91,139,,,,,
1729,Dargwa,Tebekmakhi,Тебекмахи,Тебекмахи,541,542,831,2274,423431,472072,Dargwa,132221
1731,Dargwa,,Кашае-Махи,Кашае-Махи,32,37,30,,,,,
1733,Dargwa,,Куркаби Верхний,Куркаби Верхний,60,84,74,,,,,
1735,Dargwa,Kurkabi,Куркаби,Куркаби,87,68,84,337,4234194,4720056,Dargwa,112332
1737,Dargwa,Verkhnie Ubekimakhi,Верхний Убекимахи,Верхний Убекимахи,712,644,411,842,4236823,4724298,Dargwa,123001
1739,Dargwa,Aynikab,Айникаб,Айникаб,162,195,73,103,42369307,47216093,Dargwa,156558
1741,Dargwa,,Ахмед-Хан-Махи,Ахмед-Хан-Махи,,,22,,,,,
1743,Dargwa,,разв.Бахтимахи,разв.Бахтимахи,,55,44,,,,,
1745,Dargwa,,Букун-Махи,Букун-Махи,,,14,,,,,
1747,Dargwa,,Бурш-Махи,Бурш-Махи,,,58,,,,,
1749,Dargwa,,Ганца-Махи,Ганца-Махи,,,34,,,,,
1751,Dargwa,,Гуллай-Махи,Гуллай-Махи,,,13,,,,,
1753,Dargwa,,разв. Зайдмахи,разв. Зайдмахи,,,25,,,,,
1755,Dargwa,,разв.Каркутмахи,разв.Каркутмахи,,27,24,,,,,
1757,Dargwa,,разв.Хинцамахи,разв.Хинцамахи,,,34,,,,,
1759,Dargwa,,Койли-Махи,Койли-Махи,,,74,,,,,
1761,Dargwa,Kusamakhi,разв.Кусамахи,разв.Кусамахи,,49,42,,4236441,47270869,Dargwa,124807
1763,Dargwa,,Троч-Махи,Троч-Махи,,,19,,,,,
1765,Dargwa,Urtsamakhi,разв.Урцамахи,разв.Урцамахи,,46,71,,4234854,47276792,Dargwa,137358
1767,Dargwa,,Ципко-Махи,Ципко-Махи,,,18,,,,,
1769,Dargwa,,Цугур-Махи,Цугур-Махи,,,24,,,,,
1771,Dargwa,,разв.Чогнимахи,разв.Чогнимахи,138,134,61,,,,,
1773,Dargwa,,разв.Чалаймахи,разв.Чалаймахи,,,13,,,,,
1775,Dargwa,Nizhnie Ubekimakhi,Нижний Убекимахи,Нижний Убекимахи,226,243,94,802,42392787,4720548,Dargwa,105758
1777,Dargwa,,Амма-Лухи-Махи,Амма-Лухи-Махи,,,21,,,,,
1779,Dargwa,,Бурхи-Махи,Бурхи-Махи,,,46,,,,,
1781,Dargwa,,Гамза-Махи,Гамза-Махи,,,13,,,,,
1783,Dargwa,,Дауда,Дауда,,,24,,,,,
1785,Dargwa,,Унгу-Махи,Унгу-Махи,,,19,,,,,
1787,Dargwa,,разв.Цитамахи,разв.Цитамахи,,,47,,,,,
1789,Dargwa,,Чарта-Махи,Чарта-Махи,,,11,,,,,
1791,Dargwa,,Шалкал-Махи,Шалкал-Махи,,,29,,,,,
1793,Dargwa,Ulluaya,Уллуая,Уллуая,1376,1249,1290,5961,423747,473756,Dargwa,142507
1795,Dargwa,,Арча-Махи,Арча-Махи,,,21,,,,,
1797,Dargwa,Suleybakent,Сулейбакент,Сулейбакент,560,563,465,1255,4235785,4737355,Dargwa,144568
1799,Dargwa,Karlabko,Карлабко,Карлабко,716,702,696,2686,423542,473967,Dargwa,149134
1801,Lak,Ulluchara,Уллучара,Уллучара,839,754,743,391,4220267,4727463,Lak,182891
1803,Lak,,Акаль-Махи,Акаль-Махи,,,5,,,,,
1805,Lak,,Хананиль-Махи,Хананиль-Махи,,,5,,,,,
1807,Dargwa,Urari,Урари,Урари,691,496,472,846,420997,474569,Dargwa,144250
1809,Dargwa,Ayatsuri,Аяцури,Аяцури,129,129,82,151,4207354,4745121,Dargwa,170448
1811,Dargwa,Butulta,Бутулта,Бутулта,81,68,70,40,4207426,4744048,Dargwa,156036
1813,Dargwa,Karkatsi,Каркаци,Каркаци,70,50,53,68,4208389,4746694,Dargwa,138413
1815,Dargwa,,Куркимахи,Куркимахи,133,139,105,126,,,,
1817,Dargwa,,Мусклимахи,Мусклимахи,71,70,46,,,,,
1819,Dargwa,Sur-Surbachi,Сур-Сурбачи,Сур-Сурбачи,136,114,133,171,4202667,4749157,Dargwa,189661
1821,Dargwa,Turakarimakhi,Туракаримахи,Туракаримахи,80,68,51,141,421,4746667,Dargwa,133734
1823,Dargwa,Urkutamakhi Pervaya,Уркутамахи-1,Уркутамахи-1,,52,77,161,4207093,4752058,Dargwa,174447
1825,Dargwa,Urkutamakhi 2-aya,Уркутамахи-2,Уркутамахи-2,109,60,73,185,4206667,4753333,Dargwa,167684
1827,Dargwa,Urkhnischa,Урхнища,Урхнища,,143,156,291,4208278,4750306,Dargwa,163757
1829,Dargwa,,Нижние Цурмиямахи,Нижние Цурмиямахи,,,49,,,,,
1831,Dargwa,Urakhi,Урахи,Урахи,2768,1573,1476,671,423347,475953,Dargwa,104633
1833,Dargwa,Aymaumakhi,Аймаумахи,Аймаумахи,,190,356,255,42363756,47575203,Dargwa,117552
1835,Dargwa,,Ая-Бурхи-Махи,Ая-Бурхи-Махи,,83,142,,,,,
1837,Dargwa,Ayalizimakhi,Аялизимахи,Аялизимахи,422,399,283,702,4237684,4760746,Dargwa,105512
1839,Dargwa,Ayamakhi,Аямахи,Аямахи,302,191,290,,4240528,475725,Dargwa,109687
1841,Dargwa,,Буцра-Махи,Буцра-Махи,,96,182,,,,,
1843,Dargwa,,Ванашимахи,Ванашимахи,465,434,537,760,,,,
1845,Dargwa,,Гигац,Гигац,,,20,,,,,
1847,Dargwa,,Гум-Махи,Гум-Махи,,,138,,,,,
1849,Dargwa,,Завгуреланлала,Завгуреланлала,,,62,,,,,
1851,Dargwa,Khabkaymakhi,Хабкаймахи,Хабкаймахи,,93,138,81,4235782,4759091,Dargwa,111827
1853,Dargwa,,Киндау,Киндау,,,40,,,,,
1855,Dargwa,,Колнцау-Махи,Колнцау-Махи,,,38,,,,,
1857,Dargwa,,Кула-Кади,Кула-Кади,,,6,,,,,
1859,Dargwa,,Кула-Махи,Кула-Махи,,200,234,,,,,
1861,Avar,Verkhnie Makhargimakhi,Верхнее Махаргимахи,Верхнее Махаргимахи,618,334,216,93,4234665,4762254,Dargwa,111805
1863,Dargwa,Nizhnie Makhargimakhi,Нижнее Махаргимахи,Нижнее Махаргимахи,,214,316,330,4233047,4763788,Dargwa,95241
1865,Dargwa,,Мулин,Мулин,,,50,,,,,
1867,Dargwa,,ур.Сугурбашимахи,ур.Сугурбашимахи,169,197,135,,,,,
1869,Dargwa,Chabazimakhi,Чабазимахи,Чабазимахи,,140,179,181,42360297,47570316,Dargwa,123621
1871,Dargwa,,Чахилиши-Махи,Чахилиши-Махи,,,61,,,,,
1873,Dargwa,,Чиквалла-Дуланлала,Чиквалла-Дуланлала,,,92,,,,,
1875,Dargwa,Uragi,Ураги,Ураги,334,326,305,318,4206914,47569377,Dargwa,153846
1877,Dargwa,,ур.Хулакади,ур.Хулакади,,,14,,,,,
1879,Dargwa,Usisha,Усиша,Усиша,2745,2708,2632,3931,422511,473928,Dargwa,148407
1881,Dargwa,Zil'mukmakhi,Зильмукмахи,Зильмукмахи,193,223,244,328,4228483,473958,Dargwa,140915
1883,Dargwa,Khadzhalmakhi,Хаджалмахи,Хаджалмахи,1647,1750,1698,6188,424186,471817,Dargwa,94680
1885,Avar,Khakhita,Хахита,Хахита,700,676,623,1164,424667,472642,Avar,136517
1887,Dargwa,Khurshni,Хуршни,Хуршни,560,540,453,327,4214036,4748966,Dargwa,157269
1889,Dargwa,,ур.Милица,ур.Милица,,,12,,,,,
1891,Dargwa,Tsizgari,Цизгари,Цизгари,388,350,231,352,4221963,4764768,Dargwa,138714
1893,Dargwa,Tsugni,Цугни,Цугни,736,714,539,751,42107276,47400902,Dargwa,156769
1895,Dargwa,Gulebki,Гулебки,Гулебки,259,255,209,386,4211181,4739688,Dargwa,157416
1897,Dargwa,Urgani,Ургани,Ургани,273,258,232,406,4213638,4736146,Dargwa,178594
1899,Dargwa,Tsudakhar,Цудахар,Цудахар,1457,1439,1546,1354,423425,471606,Dargwa,104766
1901,Dargwa,Nizhnie Arshi,Нижний Арши,Нижний Арши,,223,224,550,42389598,47141386,Dargwa,116400
1903,Dargwa,,ур. Верх. Буртанимахи,ур. Верх. Буртанимахи,,,69,,,,,
1905,Dargwa,Burtanimakhi,Буртанимахи,Буртанимахи,,314,242,300,4237097,4714988,Dargwa,107184
1907,Dargwa,,Карекадани,Карекадани,1107,165,259,730,,,,
1909,Dargwa,Karekadani,Карекадани,Карекадани,,248,261,,4235747,4713098,Dargwa,138721
1911,Dargwa,,ур.Косумтемахи,ур.Косумтемахи,,160,85,,,,,
1913,Dargwa,Kulibukhna,Кулибухна,Кулибухна,356,353,373,407,42315839,4718495,Dargwa,127686
1915,Dargwa,,Нарчебе,Нарчебе,,,49,,,,,
1917,Dargwa,,Унклати,Унклати,,,40,,,,,
1919,Dargwa,Khadzhalte,Хаджалте,Хаджалте,,132,157,28,4233374,4715589,Dargwa,109784
1921,Dargwa,Tsurai,Цураи,Цураи,421,395,259,190,4223577,4765819,Dargwa,134754
1923,Avar,Nizhnie Chugli,Нижнее Чугли,Нижнее Чугли,583,559,702,1534,4246318,4729733,Avar,125354
1925,Avar,Chuni,Чуни,Чуни,412,405,342,882,4234832,4730303,Avar,137591
1927,Dargwa,Kuknamakhi,разв.Кукнамахи,разв.Кукнамахи,,,51,,42359775,47286853,Dargwa,129529
1929,Dargwa,Shukty,Шукты,Шукты,567,570,653,614,4222488,4730349,Dargwa,166349
1931,Dargwa,Ebdalaya,Эбдалая,Эбдалая,612,589,534,816,423683,473433,Dargwa,139282
1933,Dargwa,,Бархакент,Бархакент,106,105,45,,,,,
1935,Dargwa,Khasakent,Хасакент,Хасакент,338,343,289,360,4237754,4734265,Dargwa,137129
1937,Dargwa,Susakent,Сусакент,Сусакент,176,170,136,429,4236361,4735248,Dargwa,140368
1939,Dargwa,Tazirkent,Тазиркент,Тазиркент,275,281,161,,4235863,473576,Dargwa,143325
1941,Dargwa,Tagirkent,Тагиркент,Тагиркент,315,299,158,478,423827,4733326,Dargwa,134083
1943,Dargwa,Tsukhta,Цухта,Цухта,431,287,273,1557,4234352,4732396,Dargwa,145248
1945,Dargwa,,Нижняя Цухта,Нижняя Цухта,,118,159,,,,,
1947,North Azerbaijani,Belidzhi,Белиджи (село),Белиджи (село),517,629,439,4282,41870833,48388611,Lezgian,2118
1949,North Azerbaijani,Avadan,Авадан,Авадан,149,145,91,2855,4193376,4833858,Lezgian,630
1951,,,,Белиджи (пгт),,,168,12238,,,,
1953,,,,Белиджи № 6,,,9,,,,,
1955,,,,Будка № 202,,,20,,,,,
1957,,,,Будка № 211,,,8,,,,,
1959,Lezgian,Mollakent,Моллакент,Моллакент,40,36,79,1020,419233,483864,Lezgian,
1961,Lezgian,,Моллахалил,Моллахалил,55,57,87,,,,,
1963,Muslim Tat,Nyugdi,Нюгди,Нюгди,493,521,278,1763,4185872,4843455,Lezgian,1775
1965,,,,турбаза возле устья р.Рубас,,,34,,,,,
1967,,,,Рубас № 4,,,107,,,,,
1969,,,,Рубас № 5,,,37,,,,,
1971,Lezgian,,Русло реки Гюрченчай,Русло реки Гюрченчай,,,50,,,,,
1973,North Azerbaijani,Berikey,Берикей,Берикей,875,850,922,3027,422228,480611,North Azerbaijani,2895
1975,,,,ст.Берикей,,,57,,,,,
1977,,,,Берикей,,,21,,,,,
1979,,,,Берикей № 1,,,64,,,,,
1981,,,,Берикей № 2,,,85,,,,,
1983,,,,Берикей № 3,,,139,,,,,
1985,,,,Берикей № 4,,,33,,,,,
1987,North Azerbaijani,Velikent,Великент,Великент,967,975,1292,4203,421875,480647,North Azerbaijani,5512
1989,North Azerbaijani,,Волкова,Волкова,,,5,,,,,
