yid	name	censuses.1885.people	censuses.1895.people	censuses.1926.people	censuses.2010.people
9023	разв. Мечех	490		0	
1493	разв. Муза			5	
1461	разв. Муки	55	56	83	
1675	разв. Нахбармахи	38	19	14	
4015	разв. Нац			80	
4247	разв. Оло-Коло	119	110	62	
3067	разв. Орта-Захит	186	184	168	
3663	разв. Пирджан			24	
9010	разв. Сивриг	19	23	0	
785	разв. Сокуркака			5	
2351	разв. Сулевкенд	581	573	569	
3231	разв. Сыртыч	417	419	483	
425	разв. Тунситль			149	
4197	разв. Урата	73	61	61	
3043	разв. Хакикент	225	211	249	
1659	разв. Хурдалая	33		22	
2995	разв. Царахкент	103	109	144	
3013	разв. Чулак	408	368	385	
3353	разв. Чухверкент	312	330	247	
69	разв. Шагада	263	279	185	
9013	разв. Шарифкент	49	55	0	
2991	разв. Юхари-Араг	308	304	282	
2323	разв.Абдушки	279	261	249	
9019	разв.Аглых	624		0	
3189	разв.Ашага-Мака	289	324	345	
3437	разв.Ашага-Яраг	370	418	406	
4269	разв.Балагита	29	23	10	
4103	разв.Балуджа	381	593	166	
2221	разв.Бартуга	91	88	75	
2223	разв.Барша	123	110	118	
1743	разв.Бахтимахи		55	44	
3439	разв.Береккент	259	241	62	
3347	разв.Бигер	177	267	183	
3441	разв.Бильбилькент	429	472	98	
2033	разв.Бильгади	232	249	162	
2325	разв.Биркли	110	108	155	
3191	разв.Бурши-Мака	288	290	260	
3029	разв.Векеляр	530	472	495	
4089	разв.Газардикам	119	114	63	
2129	разв.Галинта	87	91	72	
2269	разв.Гарик	30	33	58	
3093	разв.Гезеркент	97	84	135	
3235	разв.Гензир	98	106	129	
3945	разв.Гоган	634	628	541	
2133	разв.Гулли	138	117	116	
3233	разв.Гюграг	215	224	315	
2289	разв.Гярих	76	75	79	
3051	разв.Даркуш	452	418	351	
2339	разв.Дарща	102	110	209	
3339	разв.Дашлыкент	135	136	182	
2273	разв.Джагрик	23	22	22	
9011	разв.Джанджибарик	60	58	0	
3343	разв.Джахдаг	100	99	118	
2395	разв.Думурхиль	271	284	258	
2275	разв.Зертиль	29	31	50	
2361	разв.Инаки	104	86	117	
3947	разв.Кама-Кчун	85	109	145	
2207	разв.Каракурош	264	269	287	
1755	разв.Каркутмахи		27	24	
4065	разв.Кахул	415	406	318	
3385	разв.Келе	390	410	409	
2039	разв.Кемах	374	383	426	
3129	разв.Кимихюр	212	229	186	
2225	разв.Кираж	44	44	86	
3177	разв.Куйсун	608	588	315	
1927	разв.Кукнамахи			51	
3401	разв.Кура	92	88	71	
3227	разв.Куркуркент	255	320	238	
3567	разв.Курхи	56	58	77	
1761	разв.Кусамахи		49	42	
3287	разв.Куярик	222	227	257	
3949	разв.Кчун	261	284	169	
2277	разв.Кюледжик	35	37	46	
3991	разв.Мака	990	1069	610	
3229	разв.Мехкерг	357	343	285	
3237	разв.Мехтикент	93	98	99	
2363	разв.Мирсия	92	84	88	
2365	разв.Мисарга	91	99	99	
3195	разв.Мугерган	657	605	464	
893	разв.Мугу-Тола			93	
3223	разв.Рухун	472	455	458	
1687	разв.Санамахи	1638	307	344	
1203	разв.Сок	171	139	162	
2397	разв.Сулантиль	79	74	93	
4289	разв.Тагада	59	61	34	
2357	разв.Тама	341	342	407	
3131	разв.Титель	322	291	191	
9002	разв.Толох	512	525	0	
3555	разв.Турчи	403	441	408	
2229	разв.Ургая	174	164	119	
2141	разв.Урсиг	108	103	115	
1765	разв.Урцамахи		46	71	
2369	разв.Уршеги	103	113	129	
4105	разв.Филидзах	273	269	80	
3269	разв.Фриг	415	417	334	
4091	разв.Хаджалкент	218	234	282	
2285	разв.Хак	16	16	21	
1757	разв.Хинцамахи			34	
3337	разв.Хулюг	125	127	178	
4055	разв.Хуля	359	362	224	
2401	разв.Хурциль	40	43	35	
3345	разв.Хутарг	517	446	443	
3361	разв.Целягюн	615	587	487	
2371	разв.Цибарчи	87	85	100	
3377	разв.Цилинг	652	587	455	
1787	разв.Цитамахи			47	
3453	разв.Цицер	110	110	81	
3383	разв.Цициг	370	381	374	
1161	разв.Цолода			36	
C02	разв.Чадыри	303	360	0	
1773	разв.Чалаймахи			13	
4087	разв.Чахчах	463	489	566	
3655	разв.Чаях	327	353	263	
1771	разв.Чогнимахи	138	134	61	
1145	разв.Шугинуб	127	123	120	
3355	разв.Эвигар	342	351	400	
3193	разв.Юхари-Мака	424	453	349	
3271	разв.Юхари-Цинит	192	293	173	
3435	разв.Юхары-Яраг	751	684	449	
3803	рыб.пром.Турали 1-е			163	
3817	рыб.пром.Турали 7-е			12	
3709	рыб.промыслы			61	
2049	рыбацкий посёлок			128	
2051	рыбацкий посёлок			92	
3811	соляные промыслы Турали			5	
1975	ст.Берикей			57	
3771	ст.Избербаш			57	
3787	ст.Кумтор-Кале			53	
2047	ст.Папас			85	
3711	ст.Уллубиево			104	
3759	станция Ачи			50	
3859	станция Кизил-Юрт			74	
3879	станция Уйташ			69	
1965	турбаза возле устья р.Рубас			34	
3825	ур. (Самуркент)			254	
1567	ур. Аямахи		140	145	
1903	ур. Верх. Буртанимахи			69	
1421	ур. Герга	705	711	922	
1641	ур. Доцурбалакада	64	81	37	
1643	ур. Доцурбалакада			17	
805	ур. Курте			180	
3619	ур. Уллаурти			77	
3127	ур.Аликент	679	783	691	
3463	ур.Арчутта	78	76	51	
3697	ур.Атлыбуюн	554	541	495	
3671	ур.Аулиткен			189	
885	ур.Ахмей-Отар			67	
869	ур.Ачаби			94	
883	ур.Аччи			26	
9014	ур.Барбаракенд	19	16	0	
3613	ур.Барных			142	
2069	ур.Гаджият			6	
3497	ур.Гаркас			33	
2003	ур.Гимейди	830	834	637	
3627	ур.Джапаралмахи	72	66	46	
3073	ур.Имамкуликент	36	41	14	
663	ур.Кангалы	309	299	335	
811	ур.Капчугай	589	445	531	
3741	ур.Каца			27	
3545	ур.Кегарчи	94	109	76	
1911	ур.Косумтемахи		160	85	
3783	ур.Кумторкала	1920	2030	2060	
807	ур.Маралмахи			74	
1889	ур.Милица			12	
3653	ур.Мукур	133	131	95	
1689	ур.Ниж.Алаци		56	48	
2441	ур.Ниж.Гулии			235	
9012	ур.Нитюг	386	372	0	
2125	ур.Оглавкент	49	42	53	
3251	ур.Пеперкенд-Казма			229	
3213	ур.Салик	124	145	159	
1867	ур.Сугурбашимахи	169	197	135	
3617	ур.Тукатмахи			42	
3515	ур.Тыркра			7	
1447	ур.Удуб-Карчамахи		78	260	
3257	ур.Фергяткент	60	48	62	
1877	ур.Хулакади			14	
1037	ур.Хулиб			106	
9008	ур.Хулиме		43	0	
809	ур.Хурсанмахи			75	
3241	ур.Хурцик	176	165	184	
3621	ур.Хялух			58	
3413	ур.Чулат-Казмаляр			81	
915	ур.Шамхалбулак			265	
3895	ур.Шамшудинтугай			132	
3651	ур.Шуши	200	211	159	
4223	часть Гунзиба	141	147	25	
4229	часть Гунзиба	137	140	23	
375	№ 1			6	
377	№ 2			8	
